billingitem_id|company_id|billingitem_generated|billingitem_entrydate|billingitem_caseid|billingitem_casefeecode|billingitem_casefeedesc|billingitem_billingdesc|billingitem_billingdetails|billingitem_feetype|billingitem_feecategory|billingitem_amount|billingitem_calculatedtax|billingitem_total|billingitem_tax|perfomabill_id|billingitem_balance|debitnote_id
117|468|f|05/01/2018|64|AR/AGM|Annual Return @ 2018-01-16|SSM-AR @ 2018-01-16||Reimbursement|OR|150|0|150|6|35|0|-3
115|468|f|05/01/2018|64|AR/AGM|Annual Return @ 2018-01-16|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|35|0|-3
467|250|t|17/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-15 until 2019-01-14|Fee|SR|840|50.4|890.4|6|175|0|-3
635|399|f|23/01/2018|291|AR/AGM|Annual Return @ 2018-01-13|Annual Return @ 2018-01-13||Secretarial Work|SR|200|12|212|6|237|0|-3
601|419|t|22/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-21 until 2019-01-20|Fee|SR|840|50.4|890.4|6|225|0|-3
11|695|f|02/01/2018|15|AC|FS@2017-07-31|FINANCIAL STATEMENT @ 2017-07-31||Secretarial Work|SR|140|8.4|148.4|6|5|0|-3
12|695|f|02/01/2018|15|AC|FS@2017-07-31|HANDLING, DELIVERY & TELECOMMUNICATIONS||Secretarial Work|SR|27|1.62|28.62|6|5|0|-3
13|695|f|02/01/2018|15|AC|FS@2017-07-31|PRINTING & STATIONERY||Secretarial Work|SR|21.68|1.3|22.98|6|5|0|-3
5|378|f|02/01/2018|13|Div|Declaration of Dividend 4/2017 - RM600k|Declaration of Dividend 4/2017 - RM600,000|#NAME?|Secretarial Work|SR|200|12|212|6|3|0|-3
6|378|f|02/01/2018|13|Div|Declaration of Dividend 4/2017 - RM600k|Handling, Delivery & Telecommunication||Disbursement|SR|25|1.5|26.5|6|3|0|-3
7|378|f|02/01/2018|13|Div|Declaration of Dividend 4/2017 - RM600k|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|3|0|-3
1593|648|f|28/02/2018|636|CTC|CTC F9, F24 & F49|CTC F9, F24 & F49||Secretarial Work|SR|12|0.72|12.72|6|541|12.72|-3
1360|209|t|20/02/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-02-18 until 2019-02-17|Fee|SR|840|50.4|890.4|6|469|0|-3
1462|209|f|22/02/2018|600|AR/AGM|Annual Return@2018-02-18|Annual Return@2018-02-18||Secretarial Work|SR|200|12|212|6|503|0|-3
1|139|f|02/01/2018|11|DCR|"Director Fee for FYE 31 Dec 2014
- Seow Voon Ping (RM3.05 Mil)"|Director Fee for FYE 31 Dec 2014- Seow Voon Ping (RM3.05 Mil)|"
"|Secretarial Work|SR|50|3|53|6|1|0|-3
2|139|f|02/01/2018|11|DCR|"Director Fee for FYE 31 Dec 2014
- Seow Voon Ping (RM3.05 Mil)"|Handling, Delivery & Telecommunications||Disbursement|SR|15|0.9|15.9|6|1|0|-3
1024|357|f|07/02/2018|451|DeReg||Printing & Stationery||Disbursement|SR|38.4|2.3|40.7|6|373|0|-3
2134|224|f|14/03/2018|808|AR/AGM|AR@2018-03-11|SSM - AR@2018-03-11||Reimbursement|OR|150|0|150|6|694|150|-3
4105|588|f|08/05/2018|1432|AR/AGM|"AR@2018-05-15
"|SSM - AR@2018-05-15||Reimbursement|OR|150|0|150|6|1310|150|-3
37|661|f|03/01/2018|27|AC|FS@2016-12-31|Printing & Stationery||Fee|SR|21.68|1.3|22.98|6|11|22.98|-3
38|661|f|03/01/2018|27|AC|FS@2016-12-31|SSM: KP FS@2016-12-31||Reimbursement|OR|150|0|150|6|11|150|-3
19|751|f|02/01/2018|16|S32|Adoption of Constitution|SSM-Stamping of Constitution||Reimbursement|OR|200|0|200|6|6|0|-3
21|751|f|02/01/2018|16|S32|Adoption of Constitution|SSM-S36||Reimbursement|OR|30|0|30|6|6|0|-3
169|590|f|08/01/2018|77|AR/AGM|AR@2018-01-30|SSM: AR @ 2018-01-30||Reimbursement|OR|150|0|150|6|57|150|-3
20|751|f|02/01/2018|16|S32|Adoption of Constitution|SSM Idaman-Constitution||Reimbursement|SR|100|6|106|6|6|0|-3
22|751|f|02/01/2018|17|S78|Allotment of 400K Preference Shares|CPO-Vervx Malaysia Sdn. Bhd.||Reimbursement|SR|15|0.9|15.9|6|6|0|-3
129|404|f|05/01/2018|68|S58|Chg of Director Passport - Peter David Elliott-Hughes (518060019)|SSM - KP S58 - Change of Director Passport No.||Reimbursement|OR|200|0|200|6|38|0|-3
43|661|f|03/01/2018|32|S105|LHDN STAMPING FEE|LHDN STAMPING FEE - S105@2018-01-03||Reimbursement|OR|3|0|3|6|14|3|-3
54|600|f|03/01/2018|35|IntBanking|Reflex Cash Management with RHB|Printing & Stationery||Secretarial Work|SR|15|0.9|15.9|6|15|15.9|-3
57|605|f|03/01/2018|36|IntBanking|Reflex Cash Management-RHB|Printing & Stationery||Secretarial Work|SR|15|0.9|15.9|6|16|15.9|-3
1463|209|f|22/02/2018|600|AR/AGM|Annual Return@2018-02-18|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|503|0|-3
1465|209|f|22/02/2018|600|AR/AGM|Annual Return@2018-02-18|SSM-AR@2018-02-18||Reimbursement|OR|150|0|150|6|503|0|-3
150|349|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840|50.4|890.4|6|46|890.4|-3
181|515|f|08/01/2018|83|BkOp|Corporate Internet Banking Facility with Affin Bank Berhad|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|59|15.9|-3
231|654|f|09/01/2018|99|SecFee|- From 2018-01-03 to 2019-01-02|Secretarial Fee + Registered Office|- From 2018-01-03 to 2019-01-02|Fee|SR|840|50.4|890.4|6|79|890.4|-3
163|346|f|06/01/2018|76|T.O.|Re-appoint us as Sec|Secretarial Fee + Registered Office|- From 2017-12-04 to 2018-12-03|Fee|SR|840|50.4|890.4|6|56|0|-3
375|519|f|15/01/2018|158|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|134|15.9|-3
376|515|f|15/01/2018|159|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|135|15.9|-3
380|528|f|15/01/2018|163|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|139|15.9|-3
603|612|t|22/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-22 until 2019-01-21|Fee|SR|840|50.4|890.4|6|227|890.4|-3
136|760|f|05/01/2018|71|S236|Appointment of Secretary|Appointment of Secretaries + 1st BOD Meeting Resolution||Secretarial Work|SR|350|21|371|6|42|371|-3
130|725|f|05/01/2018|69|CTC|CTC Financial Statement as at 31.12.2016 Form from Board of Engineering|Certified True Copies |"-Financial Statement as at 31.12.2016 (x1)
-Form from Board of Engineering (x1)"|Secretarial Work|SR|30|1.8|31.8|6|39|0|-3
67|408|f|04/01/2018|38|ChBkSig|DCR - Chg of Bank Signatories (CIMB Islamic Bank Berhad)|DCR - Chg of Bank Signatories (CIMB Islamic Bank Berhad)||Secretarial Work|SR|50|3|53|6|21|0|-3
36|661|f|03/01/2018|27|AC|FS@2016-12-31|Handling, Delivery & Telecommunications||Secretarial Work|SR|27|1.62|28.62|6|11|28.62|-3
151|650|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-03 until 2019-01-02|Fee|SR|840|50.4|890.4|6|48|890.4|-3
52|600|f|03/01/2018|35|IntBanking|Reflex Cash Management with RHB|Reflex Cash Management with RHB||Secretarial Work|SR|80|4.8|84.8|6|15|84.8|-3
55|605|f|03/01/2018|36|IntBanking|Reflex Cash Management-RHB|Reflex Cash Management-RHB||Secretarial Work|SR|80|4.8|84.8|6|16|84.8|-3
686|465|f|23/01/2018|309|IntBanking|InBK Account - CIMB Selayang|DCR - Subscription of Services for CIMB||Secretarial Work|SR|50|3|53|6|248|53|-3
232|660|f|09/01/2018|100|SecFee|- From 2018-01-07 to 2019-01-06|Secretarial Fee + Registered Office|- From 2018-01-07 to 2019-01-06|Fee|SR|840|50.4|890.4|6|80|890.4|-3
49|136|f|03/01/2018|29|ChAud|"Appt : Ling Kam Hoong & Co
Resign : P.S. Yap, Isma & Associates
"|Handling & Delivery||Disbursement|SR|25|1.5|26.5|6|17|26.5|-3
692|433|f|23/01/2018|310|OpBk|OpBk Account - CIMB Selayang|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|249|15.9|-3
62|207|f|04/01/2018|-1|Sec Fee||Secretarial Fee + Registered Office|- From [2017-12-24 to 2018-12-23]|Fee|SR|840|50.4|890.4|6|19|890.4|-3
243|459|f|10/01/2018|104|AC|Financial Statement @ 2017-06-30|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|84|0|-3
244|459|f|10/01/2018|104|AC|Financial Statement @ 2017-06-30|SSM-FS@2017-06-30||Reimbursement|OR|50|0|50|6|84|0|-3
241|459|f|10/01/2018|104|AC|Financial Statement @ 2017-06-30|Financial Statement @2017-06-30||Secretarial Work|SR|140|8.4|148.4|6|84|0|-3
40|376|f|03/01/2018|28|DCR|DCR - Cash Management Services and Electronic Banking Services  (Maybank)|Handling, Delivery & Telecommunications||Disbursement|SR|25|1.5|26.5|6|12|0|-3
41|376|f|03/01/2018|28|DCR|DCR - Cash Management Services and Electronic Banking Services  (Maybank)|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|12|0|-3
141|291|f|05/01/2018|72|AR/AGM|Annual Return @ 2018-01-28|Annual Return @ 2018-01-28||Secretarial Work|SR|200|12|212|6|43|0|-3
157|45|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-01 until 2018-06-30|Fee|SR|430|25.8|455.8|6|51|0|-3
176|705|f|08/01/2018|82|AR/AGM|AR@2018-01-27|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|60|0|-3
158|473|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840|50.4|890.4|6|52|0|-3
71|164|f|04/01/2018|39|AR/AGM|Annual Return @ 2018-01-24 |Handling, Delivery and Telecomunication ||Disbursement|SR|27|1.62|28.62|6|22|0|-3
1336|108|f|19/02/2018|554|CTC|CTC of Form 24 dated 18 Oct 2012|Printing & Stationery||Disbursement|SR|17.7|1.06|18.76|6|462|0|-3
1594|648|f|28/02/2018|636|CTC|CTC F9, F24 & F49|Handling, Delivery & Telecommunications||Disbursement|SR|15|0.9|15.9|6|541|15.9|-3
271|367|f|10/01/2018|117|Div|Declaration of Dividend (2/2018) - RM150|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|93|15.9|-3
373|522|f|15/01/2018|156|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|132|15.9|-3
374|514|f|15/01/2018|157|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|133|15.9|-3
381|524|f|15/01/2018|164|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|140|15.9|-3
390|679|f|15/01/2018|173|CTC||CTC F9 & F49||Secretarial Work|SR|15|0.9|15.9|6|149|15.9|-3
104|328|f|05/01/2018|60|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com Change of Corporate User||Secretarial Work|SR|50|3|53|6|31|53|-3
131|725|f|05/01/2018|69|CTC||Handling Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|39|0|-3
441|100|f|16/01/2018|202|AC|Copy of FS @ 2012-12-31, 2013-12-31, 2014-12-31, 2015-12-31 & 2016-12-31|Copy of FS @ 2012-12-31, 2013-12-31, 2014-12-31, 2015-12-31 & 2016-12-31||Secretarial Work|SR|100|6|106|6|164|0|-3
233|380|f|09/01/2018|101|SecFee|- From 2018-01-06 to 2019-01-05|Secretarial Fee + Registered Office|- From 2018-01-06 to 2019-01-05|Fee|SR|840|50.4|890.4|6|81|0|-3
84|573|f|04/01/2018|49|AC|FS@2016-09-30|Financial Statement @ 2016-09-30||Secretarial Work|SR|140|8.4|148.4|6|25|148.4|-3
175|705|f|08/01/2018|82|AR/AGM|AR@2018-01-27|Annual Return@2018-01-27||Secretarial Work|SR|200|12|212|6|60|0|-3
152|307|f|06/01/2018|75|AC|Financial Statement @ 2017-06-30|Financial Statement @ 2017-06-30||Secretarial Work|SR|140|8.4|148.4|6|49|0|-3
92|623|f|04/01/2018|51|S58||Resignation of Farah||Secretarial Work|SR|100|6|106|6|27|106|-3
3939|591|f|04/05/2018|1365|CTC|CTC F9, F44 & F24|Handling & Telecommunications||Disbursement|SR|15|0.9|15.9|6|1259|15.9|-3
113|573|f|05/01/2018|63|ChAud|Change of Auditor|Printing & Stationery ||Disbursement|SR|15|0.9|15.9|6|34|15.9|-3
702|591|f|24/01/2018|318|CTC||Handling, Delivery & Telecommunications||Disbursement|SR|15|0.9|15.9|6|251|0|-3
87|7|f|04/01/2018|50|AC|Financial Statement @ 2017-07-31|Financial Statement @ 2017-07-31||Secretarial Work|SR|140|8.4|148.4|6|26|0|-3
701|591|f|24/01/2018|318|CTC||CTC FORM 9|*5 Copies|Secretarial Work|SR|10|0.6|10.6|6|251|0|-3
301|671|f|12/01/2018|131|S58||Updating of Passport for Smita||Secretarial Work|SR|50|3|53|6|103|53|-3
260|436|f|10/01/2018|110|AR/AGM|Annual Return @ 2018-01-21|SSM - AR@2018-01-21|"
"|Reimbursement|OR|150|0|150|6|89|0|-3
261|436|f|10/01/2018|111|AC|Financial Statement @ 2017-06-30|SSM - FS@2017-06-30||Reimbursement|OR|50|0|50|6|89|0|-3
246|449|f|10/01/2018|105|AC|Financial Statement@2017-06-30|Handling, Delivery & Telecommunication||Disbursement|SR|27|1.62|28.62|6|86|0|-3
245|449|f|10/01/2018|105|AC|Financial Statement@2017-06-30|Financial Statement@2017-06-30||Secretarial Work|SR|140|8.4|148.4|6|86|0|-3
247|449|f|10/01/2018|105|AC|Financial Statement@2017-06-30|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|86|0|-3
248|449|f|10/01/2018|105|AC|Financial Statement@2017-06-30|SSM-FS@2017-06-30||Reimbursement|OR|50|0|50|6|86|0|-3
80|376|f|04/01/2018|46|AR/AGM|Annual Return @ 2018-01-25|Annual Return @ 2018-01-25||Secretarial Work|SR|200|12|212|6|24|0|-3
82|376|f|04/01/2018|46|AR/AGM|Annual Return @ 2018-01-25|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|24|0|-3
171|315|f|08/01/2018|79|AC|Financial Statement @ 2017-06-30|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|58|0|-3
172|315|f|08/01/2018|79|AC|Financial Statement @ 2017-06-30|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|58|0|-3
173|315|f|08/01/2018|79|AC|Financial Statement @ 2017-06-30|SSM-FS@2017-06-30||Reimbursement|OR|50|0|50|6|58|0|-3
100|123|f|05/01/2018|57|AR/AGM|Annual Return @ 2018-01-05|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|29|0|-3
145|701|f|05/01/2018|73|AC|FS@2017-09-30|Financial Statement@2017-09-30||Secretarial Work|SR|140|8.4|148.4|6|44|0|-3
709|641|f|24/01/2018|322|S36||Change of Articles 42||Secretarial Work|SR|177|10.62|187.62|6|256|0|-3
143|291|f|05/01/2018|72|AR/AGM|Annual Return @ 2018-01-28|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|43|0|-3
118|291|f|05/01/2018|65|S58|Chg of Passport : Soh Wen Hao, Jermaine (E6562220A)|S58 - Change of Passport No.|#NAME?|Secretarial Work|SR|50|3|53|6|43|0|-3
177|705|f|08/01/2018|82|AR/AGM|AR@2018-01-27|Printing & Stationery ||Disbursement|SR|23|1.38|24.38|6|60|0|-3
178|705|f|08/01/2018|82|AR/AGM|AR@2018-01-27|SSM: AR@2018-01-27||Reimbursement|OR|150|0|150|6|60|0|-3
1312|279|t|14/02/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-02-11 until 2019-02-10|Fee|SR|840|50.4|890.4|6|449|890.4|-3
1915|727|f|09/03/2018|741|CCM kp|CCM Compounds: RM2,940.00|Secretarial Work on Appeal for CCM Compounds||Secretarial Work|SR|100|6|106|6|624|106|-3
70|164|f|04/01/2018|39|AR/AGM|Annual Return @ 2018-01-24 |Annual Return @ 2018-01-24||Secretarial Work|SR|200|12|212|6|22|0|-3
125|50|t|05/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840|50.4|890.4|6|37|0|-3
2221|807|f|15/03/2018|837|Chg Sec|Change Secretary and Registered Office|Handling, Delivery & Stationery||Disbursement|SR|24|1.44|25.44|6|722|0|-3
2222|807|f|15/03/2018|837|Chg Sec|Change Secretary and Registered Office|Printing & Stationery||Disbursement|SR|15|0.9|15.9|6|722|0|-3
2338|798|f|20/03/2018|883|AR/AGM|AR@2018-03-29|Printing & Stationery||Disbursement|SR|40|2.4|42.4|6|755|0|-3
4062|693|f|08/05/2018|1420|Misc|"MOF Application
"|#NAME?||Secretarial Work|SR|1342.26|80.54|1,422.80|6|1297|0|-3
2551|52|f|23/03/2018|962|AR/AGM|AR@2018-04-15|Printing & Stationery||Disbursement|SR|23|1.38|24.38|6|839|0|-3
88|7|f|04/01/2018|50|AC|Financial Statement @ 2017-07-31|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|26|0|-3
604|148|t|22/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-22 until 2019-01-21|Fee|SR|840|50.4|890.4|6|228|890.4|-3
159|677|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840|50.4|890.4|6|53|890.4|-3
137|760|f|05/01/2018|71|S236|Appointment of Secretary|Secretarial fee + Registered Office|January 2018 until January 2019|Fee|SR|840|50.4|890.4|6|42|890.4|-3
2297|138|f|20/03/2018|871|S58|"Appoint: Seow LL
Resign: Khoo BT"|Printing & Stationery||Disbursement|SR|22.2|1.33|23.53|6|743|0|-3
182|82|t|08/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-05 until 2019-01-04|Fee|SR|840|50.4|890.4|6|61|890.4|-3
272|515|f|10/01/2018|118|PurVeh||Disposal of MV (WVB 1200)||Secretarial Work|SR|50|3|53|6|94|53|-3
687|465|f|23/01/2018|308|OpBk|Opening Bank Account - CIMB Selayang|Handling, Delivery & Telecommunications|"
"|Disbursement|SR|25|1.5|26.5|6|248|26.5|-3
456|68|f|16/01/2018|194|DCR|Application for extension of time FS @ 2017-01-31|Handling, Delivery & Telecommunication||Disbursement|SR|33|1.98|34.98|6|171|34.98|-3
457|68|f|16/01/2018|194|DCR|Application for extension of time FS @ 2017-01-31|SSM S259(2) @2018-01-16||Reimbursement|OR|200|0|200|6|171|200|-3
290|515|f|11/01/2018|125|DCR|Insurance claim for vehicle no: T/BE1115|Printing & Stationery ||Secretarial Work|SR|15|0.9|15.9|6|99|15.9|-3
74|483|f|04/01/2018|43|BkFac|"Maybank Islamic Berhad - Banking Fac
- DCR, MWR"|Maybank Islamic Berhad - Banking Fac|#NAME?|Secretarial Work|SR|70|4.2|74.2|6|23|0|-3
78|483|f|04/01/2018|43|BkFac|"Maybank Islamic Berhad - Banking Fac
- DCR, MWR"|Handling, Delivery & Telecommunication||Disbursement|SR|45|2.7|47.7|6|23|0|-3
77|483|f|04/01/2018|44|ConfirmL|Confirmation Letter to MBB|CPO - XCEL WORLD TRADE SDN. BHD.||Reimbursement|SR|15|0.9|15.9|6|23|0|-3
102|204|f|05/01/2018|59|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com Change of Corporate User||Secretarial Work|SR|50|3|53|6|30|53|-3
89|7|f|04/01/2018|50|AC|Financial Statement @ 2017-07-31|Printing & Stationery||Disbursement|SR|21.68|1.3|22.98|6|26|0|-3
105|470|f|05/01/2018|61|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com  Change of Corporate User||Secretarial Work|SR|50|3|53|6|32|53|-3
138|760|f|05/01/2018|71|S236|Appointment of Secretary|Handling, Delivery & Telecommunications ||Disbursement|SR|27|1.62|28.62|6|42|28.62|-3
1916|727|f|09/03/2018|741|CCM kp|CCM Compounds: RM2,940.00|Handling, Delivery & Telecommunications||Disbursement|SR|25|1.5|26.5|6|624|26.5|-3
93|623|f|04/01/2018|52|S105|Transfer of shares|Handling Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|27|15.9|-3
4061|753|f|08/05/2018|1422|S236|Appointment of Secretary|Printing & Stationery||Disbursement|SR|20|1.2|21.2|6|1298|21.2|-3
234|699|f|09/01/2018|102|AR/AGM|AR@2018-01-27|Annual Return@2018-01-27||Secretarial Work|SR|200|12|212|6|83|212|-3
188|261|t|08/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-06 until 2019-01-05|Fee|SR|840|50.4|890.4|6|66|890.4|-3
90|7|f|04/01/2018|50|AC|Financial Statement @ 2017-07-31|SSM- FS @ 2017-07-31||Reimbursement|OR|50|0|50|6|26|0|-3
249|671|f|10/01/2018|108|IntBanking||Internet Banking with MBB||Secretarial Work|SR|50|3|53|6|87|53|-3
166|590|f|08/01/2018|77|AR/AGM|AR@2018-01-30|Annual Return @ 2018-01-30||Secretarial Work|SR|200|12|212|6|57|212|-3
266|515|f|10/01/2018|115|AC|FS@2016-12-31|Financial Statement@2016-12-31||Secretarial Work|SR|140|8.4|148.4|6|92|148.4|-3
179|515|f|08/01/2018|83|BkOp||Corporate Internet Banking Facility with Affin Bank Berhad||Secretarial Work|SR|80|4.8|84.8|6|59|84.8|-3
183|25|t|08/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-05 until 2019-01-04|Fee|SR|840|50.4|890.4|6|62|890.4|-3
273|515|f|10/01/2018|118|PurVeh|Disposal of MV (WVB 1200)|Handling Delivery & Telecommunication||Disbursement|SR|15|0.9|15.9|6|94|15.9|-3
1012|357|f|07/02/2018|450|AR/AGM|Annual Return @ 2017-09-02|Annual Return @ 2017-09-02||Secretarial Work|SR|200|12|212|6|373|0|-3
605|274|f|22/01/2018|278|IntBanking|DCR - Maybank2u|DCR - Maybank2u.com||Secretarial Work|SR|50|3|53|6|229|53|-3
174|468|f|08/01/2018|64|AR/AGM|Annual Return @ 2018-01-16|SSM - IV04854@2017-01-17: Underbilled M&A Image||Reimbursement|SR|18.02|1.08|19.1|6|35|0|-3
81|376|f|04/01/2018|46|AR/AGM|Annual Return @ 2018-01-25|Handling, Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|24|0|-3
83|376|f|04/01/2018|46|AR/AGM|Annual Return @ 2018-01-25|SSM- AR @ 2018-01-25||Reimbursement|OR|150|0|150|6|24|0|-3
160|258|t|06/01/2018|-1|SecFee||Secretarial Fee + Registered Office|- From 2018-01-03 until 2019-01-02|Fee|SR|840|50.4|890.4|6|54|0|-3
146|701|f|05/01/2018|73|AC|FS@2017-09-30|Handling. Delivery & Telecommunications||Disbursement|SR|27|1.62|28.62|6|44|0|-3
