address_id,company_id,address_mailing,address_type,address_address,address_postal,address_city,address_state,address_country,address_contact,address_fax
20,24,t,Business,"83, Jalan 4,Taman Tan Yew Lai,
Batu 6, Jalan Puchong,
58200 Kuala Lumpur
 Wilayah Persekutuan",00000,Other,Other,Austria,"",""
12,14,t,Business,"17-2, Plaza 138,
Jalan Ampang,
50450 Kuala Lumpur
 Wilayah Persekutuan",00000,Other,Other,Austria,03-21815444,""
21,25,t,Business,"No. 25, Jalan PJU 3/44,
Sunway Damansara Technology Park,
47810 Petaling Jaya
 Selangor Darul Ehsan",00000,Other,Other,Austria,03-7732 7448       03-7732 7746     03-7732 7749,""
11,12,t,Business,"23B, Jalan PJS 10/32,
Bandar Sri Subang,
46000 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,03-58794877,03-56358100
24,28,t,Business,"No. 4, Jalan BP 7/14,
Bandar Bukit Puchong,
47100 Puchong,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
10,11,t,Business,"23B, Jalan PJS 10/32,
Bandar Sri Subang,
46000 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
17,21,t,Business,"Block D-69-2, Jaya One,
No. 72A, Jalan Universiti,
46200 Petaling Jaya
 Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
7,7,t,Business,"7-2, Jalan Datuk Haji 1,
Taman Tan Yew Lai,
58200 Kuala Lumpur 
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
15,19,t,Business,"No. 47B, Jalan 10/14,
Pusat Perdagangan Tasik Perdana,
Pandan Perdana,
53300 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,012-206 6684,""
28,32,t,Resident,"No 15, Jalan PJU 1A/25A,
Ara Damansara,
 47301 Petaling Jaya,
 Selangor",00000,Other,Other,Austria,"",""
27,31,t,Business,"29-7, Jalan SP2/1,
Serdang Perdana,
Seksyen 2,
43300 Seri Kembangan
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
29,33,t,Business,"No. 8, Jalan Industri USJ 1/1,
Taman Perindustrian USJ 1,
47600 Subang Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,603-80232166,603-80236177
30,34,t,Business,"Suite 20-04, GTower,
199, Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
31,35,t,Business,"No. 8B,
Jalan Industri USJ 1/1,
Taman Perindustrian USJ 1,
47600 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
32,36,t,Business,"No. 8G,Jalan Industri USJ 1,
Taman Perindustrian USJ 1,
47600 Subang Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,603-80232166,603-80236177
33,37,t,Business,"No. 8B,Jalan Industri USJ 1/1,
Taman Perindustrian USJ 1,
47600 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,03-802332166,03-80236177
34,38,t,Business,"A-8-01, Block A,
No. 2, Jalan PJU 1A/7A,
Oasis Ara Damansara,
47301 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,+603-7831 3837,+603-7831 3839
35,39,t,Business,"A-8-01, Block A,
No. 2, Jalan PJU 1A/7A,
Oasis Ara Damansara,
47301 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,+603-7831 3837,+603-7831 3839
36,40,t,Business,"C-3-8, Block C,
Level 5, UE3,
Menara Uncang Emas,
Jalan Loke Yew,
55200 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
37,41,t,Business,"C-3-8, Block C,
Level 5, UE3,
Menara Uncang Emas,
Jalan Loke Yew,
55200 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
38,42,t,Business,"24-A,  Jalan BM 1/2,
Taman Bukit Mayang Emas,
47301 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
39,43,t,Business,"No. 52A-2 (Second Floor),
Fraser Business Park,
Jalan Metro Pudu, Off Jalan Yew,
55100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,03-92213030,03-92212181
40,44,t,Business,"201, Block G,
Pusat Dagangan Phileo Damansara 1,
No. 9, Jalan 16/11,
Off Jalan Damansara,
46350 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
41,45,t,Business,"6th Floor, Suite 17,IOI Business Park, 
Persiaran Puchong Jaya Selatan, 
Bandar Puchong Jaya,
 47100 Puchong, 
Selangor",00000,Other,Other,Austria,03-80758059,03-80752059
42,46,t,Business,"14, Jalan Maju 1/6,
Taman Lembah Maju
68000 Ampang
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
43,47,t,Business,"No. 9-3, Jalan PJU 5/9,
Dataran Sunway,
Kota Damansara,
47810 Petaling Jaya
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
44,48,t,Business,"D-S-01-05, Metropolitan Square,
Damansara Perdana,
Jalan PJU 8/1,
47820 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
45,49,t,Business,"65A, Jalan Pandan Indah 4/3A,
Pandan Indah,
55100 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
188,213,t,Business,"20 Sin Ming Lane,
#08-53 Midview City,
573968 Singapore",00000,Other,Other,Austria,"",""
46,50,t,Business,"Lot L2-09, Level 2,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
47,51,t,Business,"65A, Jalan Pandan Indah 4/3A,
Pandan Indah,
55100 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
48,52,t,Business,"C-3-8, Block C,
Level 5, UE5
Menara Uncang Emas,
Jalan Loke Yew,
55200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
49,53,t,Business,"Level 20-04, GTower,
199, Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
50,54,t,Business,"Suite 20.05 & 20.07,
Level 20, GTower,
199 Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
51,55,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
52,56,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
53,57,t,Business,file above shela,00000,Other,Other,Austria,"",""
54,58,t,Business,"Smart Reader Kids
No. 13-6-1,
Aked Esplanad, Jalan 13/155B,
Bukit Jalil,
57000 Kuala Lumpur,
Wilayah Persekutuan.",00000,Other,Other,Austria,"",""
55,59,t,Business,"Level 25M, Cap Square Tower,
No. 10, Jalan Munshi Abdullah,
50100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
56,62,t,Resident,"J2-1-4, Desa Pandan,
Jalan 3/76E,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
57,63,t,Business,"No 34-G , Jalan Puteri 4/8,
Bandar Puteri Puchong,
47100 Puchong
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
58,64,t,Business,"No. 113, JalanTiti Panjang,
32200 Lumut
Perak Darul Ridzuan",00000,Other,Other,Austria,"",""
59,65,t,Resident,"29  Jalan BU 3/7,
Bandar Utama,
47800 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,603-77296288,603-89967988
60,66,t,Business,"3A, Jalan Megah 18,
Taman Megah Cheras,
43200 Cheras
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
61,67,t,Business,"Suite 17-1, Level 17,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
62,68,t,Business,"Apt Blk 317C, Yishun Ave 9,
#03-252
 763317 Singapore",00000,Other,Other,Austria,"",""
63,69,t,Business,"No. 113, Jalan Titi Panjang,
32200 Lumut 
Perak Darul Ridzuan",00000,Other,Other,Austria,"",""
64,70,t,Business,"B-5-20, Block B, Ativo Plaza,
No.1, Jalan PJU 9/1,
Damansara Avenue,
Bandar Sri Damansara PJU 9,
52200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",603-21622762
65,71,t,Business,"E-9-21, Plaza Mont Kiara,
No 2, Jalan Kiara, Mont Kiara,
50480 Kuala Lumpur 
Wilayah Persekutuan",00000,Other,Other,Austria,603-61438833,603-62438833
66,72,t,Business,"Plot 78, Kawasan Perindustrian
Fasa 3,
 32040 Sri Manjung, 
Perak Darul Ridzuan",00000,Other,Other,Austria,"",""
67,73,t,Business,"65A, Jalan Pandan Indah 4/3A,
Pandan Indah,
55100 Kuala Lumpur
 Wilayah Persekutuan",00000,Other,Other,Austria,"",""
68,74,t,Resident,"No. 8, Jalan PJU 3/20C,
Tropicana Indah,
Kota Damansara,
47810 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
69,75,t,Business,"CapSquare Tower, Level 25M,
No. 10, Jalan Munshi Abdullah,
50100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
70,76,t,Business,"B-8-1, Northpoint Office,
Mid Valley City,
No. 1, Medan Syed Putra Utara,
59200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,03-22848488,03-22848488
72,78,t,Business,"S-09-08, First Subang Mall,
Jalan SS15/4G,
47500 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
73,79,t,Business,"Unit 502, Block A,
Pusat Dagangan Phileo Damansara 2,
No. 15, Jalan 16/11,
Off Jalan Damansara,
46350 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
74,80,t,Business,"No. 11A, Jalan SS 20/11,
Damansara Utama,
47400 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
76,82,t,Business,"No. 25, Jalan PJU 3/44,
Sunway Damansara Technology Park,
47810 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
77,83,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
78,84,t,Business,"Suite 20-04, Level 20, GTower,
199, Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
79,90,t,Business,"No. 39, Jalan 16/155C,
Bandar Bukit Jalil,
57000 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
81,95,t,Business,"No. 10A, Jalan 17/155C,
Bandar Bukit Jalil,
57000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-89949799,603-89949299
75,81,t,Business,"Suite 20.04, GTower,
199, Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
80,92,t,Business,"Lot 3-046, Jalan 1/149E,
Endah Parade,
Taman Sri Endah,
Bandar Baru Sri Petaling,
57000 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
82,98,t,Business,"A1-1-2, No. 1, Solaris Dutamas,
Jalan Dutamas, Taman Sri Hartamas,
50480 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
83,99,t,Business,"Level 36, Menara Citibank,
165 Jalan Ampang,
50450 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
84,100,t,Resident,"17G, 17th Floor , 
GCB Court Condo,
 No. 332B,Jalan Ampang,
 50450 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
85,101,t,Business,"No. 6, Jalan 2/10B,
Spring Crest Industrial Park,
68100 Batu Caves,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
86,102,t,Resident,"15, Jalan PJU 1A/25A,
Ara Damansara,
47301 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
87,103,t,Business,"E205, Level 2, East Wing,
Metropolitan Square Mall,
Jalan PJU 8/1,
Bandar Damansara Perdana,
47820 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
88,104,t,Business,"46-3 (3rd Floor), Jalan Wangsa Permai 2/5,
Taman Wangsa Permai,
52100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
89,105,t,Business,"Lot 5178,
Balakong Jaya Light Industrial
43300 Seri Kembangan,
Selangor Darul Ehsan",00000,Other,Other,Austria,03-89623233,03-89623188
90,106,t,Business,"D-19-01, Sunway Nexis,
No. 1, Jalan PJU 5/1,
Kota Damansara,
47810 Petaling Jaya,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
91,107,t,Business,"L2-S3C, IPC Shopping Centre,
No. 2, Jalan PJU 7-2,
Mutiara Damansara,
47800 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
92,108,t,Business,"36th Floor, Menara Maxis,
KLCC, Off Jalan Ampang,
50088 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
93,109,t,Business,"14-02, Level 14,
G Tower, Jalan Tun Razak,
50400 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
94,110,t,Business,"Suite 20-10, 20th Floor,
Wisma UOA II, 21 Jalan Pinang,
50450 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
95,111,t,Business,"No. 38-40, 2nd Floor,
Guang Zhou Commercial Centre,
Jalan Tun Tan Siew Sin,
50100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,603-89614678,""
96,112,t,Business,"50, Jalan Pandan 7/2,
Pandan Jaya,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
97,113,t,Business,"D1-3, 3rd Floor,
Dataran Palama,
Jalan Selaman Satu,
68000 Ampang,
Selangor Darul Ehsan",00000,Other,Other,Austria,03-42704338,03-42703438
98,114,t,Business,"Level 33, ILHAM Tower,
#8, Jalan Binjai,
50450 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
99,115,t,Business,"No.22, Jalan Setia Impian U13/8E,
Setia Alam,
40170 Shah Alam,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
100,116,t,Business,"Level 20, Menara Standard
Chartered, 30,
Jalan Sultan Ismail,
50250 Kuala Lumpur.
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
101,117,t,Business,"Unit 341B, 3rd Floor, Block A,
Kelana Centre Point,
No. 3, Jalan SS7/19,
47301 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,603-78037322,603-78034121
102,118,t,Business,"No.8, Jalan Sepadu D25/D,
Taman  Perindustrian Axis,
Seksyen 25,
40400 Shah Alam,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
103,119,t,Business,"Suite 16.1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,603-20310010,603-20311998
104,120,t,Business,"No. 11, Seventy Damansara,
Jalan Damansara,
50480 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
105,121,t,Resident,"332B-18G, 18th Floor GCB Court,
Jalan Ampang,
50450 Kuala Lumpur, W. P.",00000,Other,Other,Austria,"",""
106,122,t,Business,"B-16-05, ONE Damansara Condominium,
Jalan PJU 10/3C Damansara Damai,
47830 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
107,123,t,Resident,"No.332B-18G,18th Floor,GCB Court
Jalan Ampang,
50450 Kuala Lumpur
Wilayah Persekutuan
Malaysia",00000,Other,Other,Austria,"",""
108,124,t,Business,"8B, Jalan Sepadu D25/D,
Taman Perindustrian Axis,
Seksyen 25,
40400 Shah Alam,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
109,125,t,Resident,"No. 6, Jalan 203B,
20 Trees,
Taman Melawati Indah,
Gombak,
53100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
110,126,t,Business,"C-39-1, Jalan C180/1
Dataran C180,
43200 Cheras
Selangor Darul Ehsan",00000,Other,Other,Austria,012-7775187               03-7495 5901,1700 81 3164
112,128,t,Business,"C-39-1, Jalan C180/1,
Dataran C180,
43200 Cheras,
Selangor Darul Ehsan",00000,Other,Other,Austria,017-4072133         03-7499 2331,1700 81 3165
113,129,t,Business,"No. 8, Jalan 3, 20 Trees West,
Taman Melawati Indah,
53100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
114,130,t,Business,"46-3 (3rd Floor), Jalan Wangsa 2/5,
Taman Wangsa Permai,
52100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-62760333             603-62747833,603-62766933
115,131,t,Business,"19-20, Level 19, Wisma Zelan,
No. 1, Jalan Tasik Permaisuri 2,
Bandar Tun Razak,
56000 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
116,132,t,Resident,"87, Jalan Indah 11,
Taman Cheras Indah,
56100 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
117,133,t,Business,"Unit 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
118,134,t,Other,"No. 23, Lorong PJS7/7K,
Bandar Sunway,
46150 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
119,135,t,Business,"No. 75, LG,
Jalan Bukit Bintang,
Wisma Golden City,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-2433757,""
120,136,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
121,137,t,Business,"No. 26A, Jalan PJS 7/3A,
Bandar Sunway,
46150 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
122,138,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
123,139,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
124,140,t,Business,"14 Jalan Jujur 2,
Block 3, Bandar Tun Razak,Cheras,
 56000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
173,194,t,Business,"No. 24A, 1st Floor,
Jalan SS19/1D,
47500 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
125,141,t,Business,"B-5-20, Block B, Ativo Plaza,
No.1, Jalan PJU 9/1,
Damansara Avenue,
Bandar Sri Damansara PJU 9,
52200 Kuala Lumpur, Wilayah Persekutuan",00000,Other,Other,Austria,"",""
126,142,t,Business,"B-5-20, Block B, Ativo Plaza,
No.1, Jalan PJU 9/1,
Damansara Avenue,
Bandar Sri Damansara PJU 9,
52200 Kuala Lumpur, Wilayah Persekutuan",00000,Other,Other,Austria,"",""
127,143,t,Business,"140, Block A,
Ground Floor Lobby C,
Kompleks Kelana Centre Point,
No. 3, Jln SS7/19, Kelana Jaya
47301 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,019-3206689     ,""
128,144,t,Resident,"No 2, Jalan USJ3D/1,
47500 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
129,145,t,Business,"Block 5-4-7 Jalan 2/127,
Taman Gembira,
58200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
130,146,t,Business,"No. 92B,
Jalan Sentral 28,
Taman Nusa Sentral,
79100 Nusajaya,
Johor Darul Takzim",00000,Other,Other,Austria,"",""
131,147,t,Business,"Suite 17-1, Level 17,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,603-20310010,""
132,148,t,Business,"1-17, First Floor,
Quill City Mall,
Jalan Sultan Ismail
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
133,149,t,Business,"No. 169, Tingkat 2,
Jalan Legenda 1,
Leganda Heights,
08000 Sungai Petani
Kedah Darul Aman",00000,Other,Other,Austria,"",""
134,150,t,Business,"35-3, Jalan PJU 1/37,
Block H, JKM Buidling,
Dataran Prima,
47301 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
135,152,t,Business,"11A, Jalan SS 20/11,
Damansara Utama,
47400 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
136,153,t,Business,"Unit 502, Block A,
Pusat Dagangan Phileo Damansara II,
No. 15, Jalan 16/11,
Off Jalan Damansara,
46350 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
137,154,t,Business,"
Lot 11.09, 11th Floor,
Wisma Cosway,
No. 88, Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
138,155,t,Business,"Suite 16. 1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
139,157,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
140,159,t,Business,"No.1, Jalan Tun Teja 35/19C,
Alam Impian Shah Alam,
47470 Shah Alam",00000,Other,Other,Austria,"",""
141,160,t,Resident,"14 Jalan Jujur 2, Block 3,
Bandar Tun Razak Cheras,
56000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
142,161,t,Business,"Lot G-18, Ampang Point Shopping Center,
Jalan Mamanda 3,
68000 Ampang 
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
143,162,t,Business,"201, Block G,
Pusat Dagangan Phileo Damansara 1,
No. 9, Jalan 16/11,
46350 Petaling Jaya
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
144,163,t,Business,"No.7, Jalan SS 23/11,
Taman SEA,
47400 Petaling Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
145,164,t,Resident,"Lot 1120, Jalan BS 7/7,
Kawasan Perindustrian
Bukit Serdang,
43300 Seri Kembangan,
Selangor Darul Ehsan.",00000,Other,Other,Austria,"",""
146,165,t,Business,"Suite 16-1, Level 16,
Menara Weld,
76, Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
147,166,t,Business,"75 L/G,
Jalan Bukit Bintang,
Wisma Golden City,
55100 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
148,167,t,Business,"Level 2, Wisma Mofaz,
2007, Jalan Damansara,
60000 Kuala Lumpur
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
149,168,t,Business,"S-09-08,
First Subang Mall,
Jalan SS15/4G,
47500 Subang Jaya,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
150,169,t,Business,"No. 3, Jalan Lateh,
Singapore 359104",00000,Other,Other,Austria,"",""
151,170,t,Business,"61B, Jalan Anggerik Vanilla AB,
Seksyen 31/AB,
Kota Kemuning,
40460 Shah Alam
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
152,171,t,Business,"No. 45-1,
Jalan Puteri 5/20,
Bandar Puteri Puchong,
47100 Puchong,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
153,172,t,Business,"Suite 17-1, Level 17,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
154,174,t,Business,"E-7-1, Megan Avenue 1,
189, Jalan Tun Razak,
50400 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
155,176,t,Business,"C-39-1, Jalan C180/1,
Dataran C180,
43200 Cheras,
Selangor Darul Ehsan",00000,Other,Other,Austria,"",""
156,177,t,Business,"No. 5, Soon Lee Street,
#03-41, Pioneer Point,
Singapore 627607",00000,Other,Other,Austria,6397 4951/4952,6397 4953
157,178,t,Business,"Suite 16.1, Level 16,
Menara Weld,
76 Jalan Raja Chulan,
50200 Kuala Lumpur,
Wilayah Persekutuan",00000,Other,Other,Austria,"",""
