history_id,case_id,history_status,history_date,history_time,history_sendmode,history_remark
522,240,AGM/FS/AR,2018-01-24,09:06:57,,Doc sent out on 2018-01-22. 
535,272,Complete,2018-01-24,15:17:05,,"S58 lodge to MyCoid on 2018-01-18. statue approved !
"
538,195,Complete,2018-01-24,15:24:48,,"S58 lodge in MyCoid on 2018-01-18. status approved !
"
31,13,Out,2018-01-02,17:26:33,By E-Mail,"Emailed to Ms. Lim.
"
32,25,New,2018-01-02,17:47:34,,
33,26,New,2018-01-03,09:55:13,,
34,24,Cancel,2018-01-03,12:24:04,,""
35,27,New,2018-01-03,12:24:52,,
36,28,New,2018-01-03,12:50:39,,
544,322,New,2018-01-24,17:04:00,,
37,25,AGM/FS/AR,2018-01-03,14:30:10,,"Docs in, payment pending"
38,11,Out,2018-01-03,16:09:03,By E-Mail,"Emailed to Kelly on 29 Dec 2017
"
39,29,New,2018-01-03,16:10:59,,
552,325,New,2018-01-25,10:58:49,,
558,291,AGM/FS/AR,2018-01-25,12:49:05,,2018-01-24: Sent out by Wan. Received by Ms. Sue Leong.
40,31,New,2018-01-03,16:23:38,,
41,32,New,2018-01-03,16:49:21,,
42,33,New,2018-01-03,17:48:31,,
43,35,New,2018-01-03,18:12:46,,
44,36,New,2018-01-03,18:19:23,,
45,29,Out,2018-01-03,18:48:42,By E-Mail,Emailed to Kelly.
46,14,AGM/FS/AR,2018-01-04,09:55:43,,Send out via email
47,2,Cancel,2018-01-04,11:05:50,,2018-01-03: Mr. Ali informed to continue ASI Sec service
48,37,New,2018-01-04,12:55:10,,
49,38,New,2018-01-04,13:46:11,,
50,39,New,2018-01-04,14:25:26,,
565,330,New,2018-01-25,16:37:12,,
51,43,New,2018-01-04,15:01:17,,
52,44,New,2018-01-04,15:01:17,,
53,45,New,2018-01-04,15:01:17,,
54,46,New,2018-01-04,15:43:13,,
55,49,New,2018-01-04,16:22:28,,
56,50,New,2018-01-04,17:14:41,,
57,52,New,2018-01-04,17:43:05,,
58,51,New,2018-01-04,17:43:07,,
59,55,New,2018-01-04,17:48:27,,
60,54,New,2018-01-04,17:48:29,,
61,53,New,2018-01-04,17:48:31,,
62,55,Out,2018-01-04,17:48:35,By E-Mail,Email to Heidy
63,54,Out,2018-01-04,17:48:46,By E-Mail,Email to Heidy
64,53,Out,2018-01-04,17:48:54,By E-Mail,Email to Heidy
65,43,Out,2018-01-04,17:49:05,Courier,Courier to Catherine
66,56,New,2018-01-04,19:54:45,,
67,56,Out,2018-01-04,20:01:04,By E-Mail,emailed to Lily . acct@cforce-int.com
68,57,New,2018-01-05,08:50:07,,
69,53,Cancel,2018-01-05,09:29:19,,"Will take in another job, as job updated to out cannot being browsed in biling item."
70,54,Cancel,2018-01-05,09:30:11,,"Will take in another job, as job updated to out cannot being browsed in biling item."
71,55,Cancel,2018-01-05,09:30:17,,"Will take in another job, as job updated to out cannot being browsed in biling item."
72,59,New,2018-01-05,09:31:20,,
73,60,New,2018-01-05,09:31:40,,
74,61,New,2018-01-05,09:32:01,,
75,62,New,2018-01-05,09:32:47,,
76,58,New,2018-01-05,09:32:50,,
77,63,New,2018-01-05,10:49:46,,
78,64,New,2018-01-05,11:05:57,,
79,15,AGM/FS/AR,2018-01-05,11:42:16,,Send out to Rajamani
80,65,New,2018-01-05,11:59:16,,
81,66,New,2018-01-05,12:25:35,,
82,67,New,2018-01-05,12:59:49,,
83,68,New,2018-01-05,13:15:54,,
84,69,New,2018-01-05,13:32:01,,
85,70,New,2018-01-05,14:02:22,,
86,71,New,2018-01-05,14:38:51,,
87,72,New,2018-01-05,15:12:02,,
88,61,Out,2018-01-05,15:59:56,By E-Mail,2018-01-04: Email to Heidy
236,155,New,2018-01-12,16:06:54,,
89,60,Out,2018-01-05,16:00:04,By E-Mail,2018-01-04: Email to Heidy
90,59,Out,2018-01-05,16:00:10,By E-Mail,2018-01-04: Email to Heidy
91,70,Out,2018-01-05,16:00:57,Own Collection,Collected by client's despatch
92,73,New,2018-01-05,17:13:21,,
93,68,Out,2018-01-06,08:44:21,By E-Mail,2018-01-05: Email out to Louise & Mr. Tom.
94,38,Out,2018-01-06,08:45:39,By E-Mail,2018-01-04: Email out to Ms Lim.
95,33,Out,2018-01-06,08:46:10,By E-Mail,2018-01-05: Sent out by Wan. Received by Zira Hussin.
96,28,Out,2018-01-06,08:46:58,By E-Mail,"2018-01-03: Email out to Rachael.
2018-01-05: Revised DCR. Client came collect."
97,74,New,2018-01-06,11:04:46,,
98,75,New,2018-01-06,11:21:51,,
99,76,New,2018-01-06,12:53:13,,
100,31,Out,2018-01-08,08:45:11,By E-Mail,Payment in 
101,25,AGM/FS/AR,2018-01-08,08:51:07,,Payment in
102,77,New,2018-01-08,12:51:07,,
103,78,New,2018-01-08,13:01:04,,
104,79,New,2018-01-08,13:06:46,,
501,305,New,2018-01-23,17:28:10,,
105,82,New,2018-01-08,14:47:44,,
106,83,New,2018-01-08,15:15:20,,
107,33,Return,2018-01-08,16:34:06,,2018-01-08: Docs in. Pending payment
108,84,New,2018-01-08,16:39:08,,
516,312,New,2018-01-23,19:22:02,,
112,85,New,2018-01-08,17:07:42,,
113,86,New,2018-01-08,17:07:42,,
114,87,New,2018-01-08,17:07:42,,
115,88,New,2018-01-08,17:07:42,,
116,14,AGM/FS/AR,2018-01-08,17:14:29,,"Docs in, payment pending"
117,89,New,2018-01-08,17:37:00,,
118,90,New,2018-01-08,18:58:35,,
119,91,New,2018-01-09,09:14:31,,
120,92,New,2018-01-09,09:27:10,,
121,14,AGM/FS/AR,2018-01-09,10:13:35,,PAYMENT IN 
122,93,New,2018-01-09,10:42:19,,
123,94,New,2018-01-09,10:44:25,,
523,130,Out,2018-01-24,09:07:49,By E-Mail,Proceed with S58. lodge in MyCoid!
124,96,New,2018-01-09,11:09:09,,
125,97,New,2018-01-09,11:32:43,,
126,98,New,2018-01-09,11:35:22,,
127,62,Out,2018-01-09,13:22:36,By E-Mail,Doc sent out to client on 09/01/2018. Ack by Hafizah
128,62,Out,2018-01-09,13:23:48,Office Boy,Doc sent out on 09/01/2017. Ack by Hafizah
129,58,Out,2018-01-09,13:25:03,Office Boy,Doc sent out to client on 09/01/2017. 
130,39,AGM/FS/AR,2018-01-09,13:26:38,,Doc (AR) sent out by courier. Citylink 060301633129305
131,101,New,2018-01-09,13:52:40,,
132,100,New,2018-01-09,13:52:42,,
133,99,New,2018-01-09,13:52:44,,
134,101,Complete,2018-01-09,13:55:32,,Temporary case created for generating sec fee
135,100,Complete,2018-01-09,13:55:50,,Temporary case created for generating sec fee
136,99,Complete,2018-01-09,13:55:56,,Temporary case created for generating sec fee
137,90,Out,2018-01-09,13:56:02,By Hand,Hana passed to Mr. Zhan in his restaurant.
138,102,New,2018-01-09,14:55:07,,
139,103,New,2018-01-10,09:39:32,,
140,104,New,2018-01-10,09:52:49,,
141,105,New,2018-01-10,11:16:16,,
142,57,AGM/FS/AR,2018-01-10,12:51:06,,Doc sent out to client. 
143,107,New,2018-01-10,12:55:33,,
144,108,New,2018-01-10,13:10:56,,
145,109,New,2018-01-10,13:11:35,,
146,110,New,2018-01-10,13:45:19,,
147,111,New,2018-01-10,13:47:13,,
539,130,Complete,2018-01-24,15:25:39,,S58 lodge to MyCoid on 2018-01-18. status approved ! 
148,107,Cancel,2018-01-10,14:10:15,,wrong job taking
149,112,New,2018-01-10,14:20:31,,
150,113,New,2018-01-10,15:14:51,,
151,114,New,2018-01-10,16:03:48,,
152,114,Cancel,2018-01-10,16:04:30,,Wrongly keyed in Company name 
153,115,New,2018-01-10,16:05:35,,
154,115,AGM/FS/AR,2018-01-10,16:28:24,,Send out by email
155,78,Complete,2018-01-10,17:06:22,,Send out by Wan to Insolvency Department at Shah Alam. 
156,90,Return,2018-01-10,17:06:55,,"2018-01-10: Docs returned, x$$
Submitted reassign co sec via MYCOID, pending approval for S58 & S46 submission"
545,323,New,2018-01-24,17:14:18,,
553,326,New,2018-01-25,11:00:07,,
157,32,Out,2018-01-10,17:08:50,Office Boy,""
559,46,AGM/FS/AR,2018-01-25,12:55:03,,2018-01-22: Docs in. Pending Payment.
158,117,New,2018-01-10,17:34:19,,
159,118,New,2018-01-10,17:39:30,,
566,331,New,2018-01-25,16:51:55,,
160,117,Out,2018-01-10,17:42:21,By E-Mail,Email to Rachael
161,120,New,2018-01-10,17:49:11,,
162,23,Out,2018-01-10,19:03:15,Office Boy,2018-01-10: Sent out by Wan. Received by Client.
163,19,Out,2018-01-10,19:04:57,By Hand,2018-01-10: Sent out by Wan. Received by Client.
164,22,Out,2018-01-10,19:05:13,Office Boy,2018-01-10: Sent out by Wan. Received by Client.
165,21,Out,2018-01-10,19:05:23,By Hand,2018-01-10: Sent out by Wan. Received by Client.
166,67,SSM/Statutory,2018-01-11,08:42:40,,-Doc for AR @ 2018-01-23 sent out to Lumut by courier. Citylink consig 060301633129303. 
167,25,Complete,2018-01-11,09:14:47,,Lodged to CCM @09/01/2018
168,14,Complete,2018-01-11,09:15:15,,Lodged to CCM @2018-01-10
169,61,Complete,2018-01-11,09:20:27,,DCR@2018-01-11
170,60,Complete,2018-01-11,09:20:42,,DCR@2018-01-11
171,59,Complete,2018-01-11,09:20:49,,DCR@2018-01-11
172,122,New,2018-01-11,11:54:00,,
173,84,Out,2018-01-11,12:52:32,By E-Mail,Doc sent 09.01.2018
174,84,Return,2018-01-11,12:53:31,,doc rec on 11.01.2018. to send out div warrant
572,336,New,2018-01-26,15:30:47,,
175,77,AGM/FS/AR,2018-01-11,13:01:52,,Send out
176,123,New,2018-01-11,13:42:31,,
177,124,New,2018-01-11,13:45:59,,
178,125,New,2018-01-11,14:13:00,,
179,108,Complete,2018-01-11,15:35:56,,DCR @ 2018-01-11
502,306,New,2018-01-23,17:35:08,,
503,307,New,2018-01-23,17:35:08,,
517,313,New,2018-01-23,19:22:44,,
524,88,Return,2018-01-24,10:13:53,,2018-01-24: Docs in. Pending Payment.
525,87,Return,2018-01-24,10:14:22,,2018-01-24: Docs in. Pending Payment.
527,85,Return,2018-01-24,10:14:44,,2018-01-24: Docs in. Pending Payment.
540,126,Complete,2018-01-24,15:27:22,,"S58 lodge to MyCoid on 2018-01-16. status approved!
"
546,324,New,2018-01-24,17:28:57,,
554,295,Out,2018-01-25,11:16:21,By E-Mail,""
180,67,SSM/Statutory,2018-01-11,15:39:32,,Doc in with $. can proceed filing
181,43,Return,2018-01-11,17:06:34,,Received all signed documents. Can send out together with CTC docs & Confirmation Letter
560,327,New,2018-01-25,14:30:18,,
182,126,New,2018-01-11,18:17:18,,
183,127,New,2018-01-11,18:20:44,,
184,128,New,2018-01-11,18:23:09,,
185,129,New,2018-01-11,18:23:09,,
186,130,New,2018-01-11,18:25:05,,
187,131,New,2018-01-12,08:58:15,,
188,120,Return,2018-01-12,09:05:27,,2018-01-09: Resubmit S27. All docs in. Pyt in. To submit S14
189,111,AGM/FS/AR,2018-01-12,09:06:35,,"2018-01-10: Courier out by Citylink (0603 01 633 129 308) to Shah Alam.
"
190,110,AGM/FS/AR,2018-01-12,09:10:20,,2018-01-10: Courier out by Citylink (0603 01 633 129 308) to Shah Alam.
191,98,AGM/FS/AR,2018-01-12,09:11:54,,"2018-01-11: Courier out by Citylink (0603 01 633 129 310) to Shah Alam.

"
192,79,AGM/FS/AR,2018-01-12,09:13:02,,"2018-01-11: Sent out by Wan. Received by Client.
"
193,132,New,2018-01-12,09:16:05,,
567,332,New,2018-01-25,17:00:13,,
194,23,Complete,2018-01-12,09:31:09,,"2018-01-12: Docs in. Filed in Minutes.
2018-01-02: Lodged to CCM.
"
195,22,Complete,2018-01-12,09:33:06,,"2018-01-12: Docs in. Filed in Minutes.
2018-01-02: Lodged to CCM."
196,21,Complete,2018-01-12,09:33:19,,"2018-01-12: Docs in. Filed in Minutes.
2018-01-02: Lodged to CCM."
197,19,Complete,2018-01-12,09:33:29,,"2018-01-12: Docs in. Filed in Minutes.
2018-01-02: Lodged to CCM."
198,33,Return,2018-01-12,09:34:41,,2018-01-11: Payment in. To submit S14.
199,104,AGM/FS/AR,2018-01-12,09:42:48,,2018-01-11: Courier out by Citylink (0603 01 633 129 313) to Sg. Buloh.
200,133,New,2018-01-12,09:52:41,,
573,337,New,2018-01-26,15:35:21,,
202,134,New,2018-01-12,09:59:58,,
203,135,New,2018-01-12,09:59:58,,
204,136,New,2018-01-12,10:11:40,,
205,27,AGM/FS/AR,2018-01-12,10:21:04,,Send out to Mr Willy
206,89,AGM/FS/AR,2018-01-12,10:21:47,,Courier out by City Link:060301633129311
207,73,AGM/FS/AR,2018-01-12,10:24:30,,Courier by City-Link
208,96,AGM/FS/AR,2018-01-12,10:24:43,,Courier by City-Link
209,137,New,2018-01-12,10:44:58,,
210,139,New,2018-01-12,10:50:54,,
211,139,Complete,2018-01-12,10:56:18,,CTC & collect on 12.01.2018
212,71,Complete,2018-01-12,11:23:07,,""
213,141,New,2018-01-12,11:43:56,,
214,142,New,2018-01-12,11:52:45,,
215,94,Complete,2018-01-12,12:10:49,,ctc S58 sent on 12.01.2018
216,93,Complete,2018-01-12,12:11:53,,ctc S58 sent on 12.01.2018
217,121,New,2018-01-12,12:14:34,,
218,121,Out,2018-01-12,12:14:39,By E-Mail,Emailed on 12.01.2018
219,46,AGM/FS/AR,2018-01-12,13:05:13,,2018-01-12: Sent out by Wan. Received by Client.
220,75,AGM/FS/AR,2018-01-12,13:06:07,,2018-01-12: Sent out by Wan. Received by Client.
221,143,New,2018-01-12,13:58:24,,
222,144,New,2018-01-12,13:58:24,,
223,145,New,2018-01-12,14:19:50,,
224,146,New,2018-01-12,14:19:50,,
225,146,Complete,2018-01-12,14:21:28,,""
226,145,Complete,2018-01-12,14:21:34,,""
227,147,New,2018-01-12,14:23:03,,
228,149,New,2018-01-12,14:48:51,,
229,150,New,2018-01-12,15:52:52,,
230,147,Complete,2018-01-12,15:55:07,,""
231,151,New,2018-01-12,15:56:57,,
232,152,New,2018-01-12,15:56:57,,
233,73,AGM/FS/AR,2018-01-12,16:00:44,,Docs in
234,153,New,2018-01-12,16:04:11,,
235,154,New,2018-01-12,16:04:11,,
237,176,New,2018-01-12,16:38:57,,
238,177,New,2018-01-12,16:38:57,,
239,179,New,2018-01-12,17:12:16,,
504,310,New,2018-01-23,17:38:36,,
240,177,Out,2018-01-12,17:12:24,By E-Mail,Email to Nurul Suhaila
241,176,Out,2018-01-12,17:12:39,By E-Mail,Email to Nurul Suhaila
242,152,Out,2018-01-12,17:12:45,By E-Mail,Email to Nurul Suhaila
243,151,Out,2018-01-12,17:12:50,By E-Mail,Email to Nurul Suhaila
244,180,New,2018-01-12,17:40:31,,
245,181,New,2018-01-12,17:40:31,,
246,92,AGM/FS/AR,2018-01-15,08:31:57,,Send out 
247,96,Complete,2018-01-15,08:32:27,,""
248,92,Out,2018-01-15,08:32:33,By E-Mail,""
249,175,New,2018-01-15,08:33:57,,
250,174,New,2018-01-15,08:34:01,,
251,173,New,2018-01-15,08:34:04,,
252,172,New,2018-01-15,08:34:06,,
253,171,New,2018-01-15,08:34:10,,
254,170,New,2018-01-15,08:34:12,,
255,169,New,2018-01-15,08:34:15,,
256,168,New,2018-01-15,08:34:18,,
257,167,New,2018-01-15,08:34:21,,
258,166,New,2018-01-15,08:34:23,,
259,165,New,2018-01-15,08:34:26,,
260,164,New,2018-01-15,08:34:28,,
261,163,New,2018-01-15,08:34:31,,
262,162,New,2018-01-15,08:34:33,,
263,161,New,2018-01-15,08:34:36,,
264,160,New,2018-01-15,08:34:39,,
265,159,New,2018-01-15,08:34:42,,
266,158,New,2018-01-15,08:34:44,,
267,157,New,2018-01-15,08:34:46,,
268,156,New,2018-01-15,08:34:49,,
269,182,New,2018-01-15,09:05:06,,
270,183,New,2018-01-15,09:42:14,,
271,84,Complete,2018-01-15,09:42:42,,div warrant courier via city-link no. 0603-01-633-129-370 on 2018-01-15
272,183,Complete,2018-01-15,09:43:59,,send out CTC copy to client on 2018-01-12
273,45,Complete,2018-01-15,10:20:39,,Send out by Wan to lawyer
274,44,Complete,2018-01-15,10:20:56,,Send out by Wan to lawyer
275,70,SSM/Statutory,2018-01-15,10:21:09,,"2018-01-12: Lodged S105 to LHDN, pending stamping notice. "
276,184,New,2018-01-15,10:22:31,,
277,185,New,2018-01-15,10:32:19,,
505,311,New,2018-01-23,17:38:36,,
506,308,New,2018-01-23,17:38:38,,
507,309,New,2018-01-23,17:38:38,,
511,311,Out,2018-01-23,18:06:03,By E-Mail,2018-01-23: Email out to Nikki. 
278,82,AGM/FS/AR,2018-01-15,10:52:36,,send out by email
359,220,New,2018-01-17,13:49:38,,
518,272,Out,2018-01-24,09:02:55,By E-Mail,"Proceed with S58, lodge in MyCoid."
526,86,Return,2018-01-24,10:14:32,,2018-01-24: Docs in. Pending Payment.
279,187,New,2018-01-15,11:15:22,,
280,188,New,2018-01-15,11:35:46,,
528,64,AGM/FS/AR,2018-01-24,10:16:06,,2018-01-24: Docs in. Pending Payment.
281,49,AGM/FS/AR,2018-01-15,11:47:46,,Send out to Fadzli
282,63,AGM/FS/AR,2018-01-15,11:48:01,,Send out to Fadzli
283,102,AGM/FS/AR,2018-01-15,11:48:13,,Send out
284,113,Out,2018-01-15,11:48:26,By E-Mail,""
285,113,Out,2018-01-15,11:48:40,Office Boy,""
286,142,Complete,2018-01-15,11:49:04,,""
287,156,Complete,2018-01-15,11:49:09,,""
288,157,Complete,2018-01-15,11:49:14,,""
289,158,Complete,2018-01-15,11:49:20,,""
290,159,Complete,2018-01-15,11:49:26,,""
291,160,Complete,2018-01-15,11:49:45,,""
292,161,Complete,2018-01-15,11:49:50,,""
293,162,Complete,2018-01-15,11:49:57,,""
294,163,Complete,2018-01-15,11:50:03,,""
295,164,Complete,2018-01-15,11:50:08,,""
296,165,Complete,2018-01-15,11:50:12,,""
297,166,Complete,2018-01-15,11:50:18,,""
298,167,Complete,2018-01-15,11:50:24,,""
299,168,Complete,2018-01-15,11:50:29,,""
300,169,Complete,2018-01-15,11:50:34,,""
301,170,Complete,2018-01-15,11:50:41,,""
302,171,Complete,2018-01-15,11:50:46,,""
303,172,Complete,2018-01-15,11:50:51,,""
304,173,Complete,2018-01-15,11:50:57,,""
305,174,Complete,2018-01-15,11:51:08,,""
306,175,Complete,2018-01-15,11:51:12,,""
307,182,Complete,2018-01-15,12:44:55,,Send out to Mohd Shahril
308,189,New,2018-01-15,15:38:06,,
531,314,New,2018-01-24,12:37:44,,
541,122,Out,2018-01-24,15:35:29,By E-Mail,Doc in with $ on 24.01.2018
547,323,Out,2018-01-24,17:39:23,By E-Mail,2017-11-09: Name reservation extension. Valid until 2017-12-10. Pending Denise confirmation to proceed with documents
549,323,Out,2018-01-24,17:40:32,By E-Mail,2018-01-24: Third name reservation submitted. 
555,201,Complete,2018-01-25,11:17:13,,""
561,327,Cancel,2018-01-25,14:32:18,,""
309,184,Out,2018-01-15,15:50:20,By E-Mail,Email to Ms. Lim
310,190,New,2018-01-15,16:20:21,,
311,192,New,2018-01-15,16:51:40,,
568,104,AGM/FS/AR,2018-01-25,18:13:42,,2018-01-25: Accounts in. Pending Docs & Payment.
312,10,Return,2018-01-15,17:49:22,,doc in 
313,9,Out,2018-01-15,17:49:42,By E-Mail,doc in 
314,8,Return,2018-01-15,17:50:39,,doc in on 2018-01-10
315,193,New,2018-01-15,17:57:16,,
316,50,AGM/FS/AR,2018-01-16,08:52:13,,FS @ 2017-07-31 sent out. Ack by Jerry Lim. 
317,91,AGM/FS/AR,2018-01-16,08:55:14,,AR @ 2018-01-24
318,195,New,2018-01-16,10:45:20,,
319,196,New,2018-01-16,11:34:44,,
320,199,New,2018-01-16,12:57:59,,
321,37,AGM/FS/AR,2018-01-16,13:19:30,,AR @ 2018-01-16 sent to Jalan Jelatek. Ack by Talvinder. 
322,122,AGM/FS/AR,2018-01-16,13:21:43,,AR @ 2018-01-25 sent out .
323,196,Complete,2018-01-16,13:28:26,,Andre & Lim come to sign & collected CTC copies.
324,200,New,2018-01-16,14:50:12,,
325,201,New,2018-01-16,14:58:04,,
326,202,New,2018-01-16,15:13:02,,
327,203,New,2018-01-16,15:59:46,,
328,204,New,2018-01-16,15:59:46,,
329,205,New,2018-01-16,15:59:46,,
330,112,Complete,2018-01-16,17:30:26,,collected by courier service on 12.01.2018
331,203,Out,2018-01-16,17:40:49,By E-Mail,Email to Wesley
332,187,Out,2018-01-16,17:41:00,By E-Mail,Email to ROY
508,274,AGM/FS/AR,2018-01-23,17:45:42,,Email to client
512,310,Out,2018-01-23,18:06:13,By E-Mail,2018-01-23: Email out to Nikki. 
333,198,New,2018-01-16,17:42:51,,
334,197,New,2018-01-16,17:42:55,,
335,207,New,2018-01-16,17:58:20,,
336,208,New,2018-01-16,18:02:08,,
337,209,New,2018-01-16,18:03:34,,
338,210,New,2018-01-16,18:05:25,,
519,195,Out,2018-01-24,09:03:25,By E-Mail,"Proceed with S58, lodge in MyCoid. 
"
529,289,Complete,2018-01-24,11:54:54,,""
339,212,New,2018-01-16,18:16:37,,
340,194,New,2018-01-16,18:22:35,,
341,212,Out,2018-01-16,18:24:21,By E-Mail,Email to Mr. Gan
342,79,AGM/FS/AR,2018-01-16,18:43:59,,"2018-01-16: vDocs, x$$, xAcc"
532,255,AGM/FS/AR,2018-01-24,12:52:15,,"Doc sent out on 23-01-2018. Ack by  Patricia. 
"
536,318,New,2018-01-24,15:21:20,,
343,155,Out,2018-01-16,18:48:15,By E-Mail,Emailed on 12 Jan 2018
344,153,Out,2018-01-16,18:48:21,By E-Mail,Emailed on 12 Jan 2018
345,213,New,2018-01-17,09:08:20,,
346,76,Complete,2018-01-17,10:05:31,,Review letter collected
347,189,AGM/FS/AR,2018-01-17,10:05:48,,2018-01-17: Docs collected by client's despatch
348,192,Complete,2018-01-17,10:07:01,,Courier out by OCS
349,213,Complete,2018-01-17,10:07:13,,Collected by client's despatch
350,133,Complete,2018-01-17,10:07:25,,Collected by client's despatch on 2018-01-16
351,194,Out,2018-01-17,10:27:19,By E-Mail,Emailed on 17.01.2018
352,118,Complete,2018-01-17,10:59:59,,DCR @ 2018-01-16. CTC collected by despatch.
353,26,Complete,2018-01-17,11:00:38,,DCR @ 2018-01-16. CTC collected by despatch.
354,214,New,2018-01-17,11:19:53,,
355,215,New,2018-01-17,11:26:49,,
542,319,New,2018-01-24,16:30:56,,
548,323,Out,2018-01-24,17:39:50,By E-Mail,2017-11-09: Name reservation extension. Valid until 2017-12-10. Pending Denise confirmation to proceed with documents
556,123,AGM/FS/AR,2018-01-25,11:41:52,,"Doc AR @ 2018-01-28 return back. Pending $ 
"
356,218,New,2018-01-17,12:45:25,,
562,288,Complete,2018-01-25,15:00:21,,Submitted to CCM on 2018-01-25
357,202,Complete,2018-01-17,12:56:13,,collected by Mr. Hisatake Kamori on 16.01.2018
358,219,New,2018-01-17,13:00:35,,
360,221,New,2018-01-17,13:49:38,,
361,222,New,2018-01-17,14:27:57,,
362,201,Out,2018-01-17,15:20:00,By Hand,""
363,200,Out,2018-01-17,15:20:19,By Hand,""
364,214,AGM/FS/AR,2018-01-17,15:20:31,,Collected by Fadzli
365,223,New,2018-01-17,15:22:09,,
366,224,New,2018-01-17,15:29:53,,
367,50,AGM/FS/AR,2018-01-17,15:46:42,,Received $ but pending DCR/MWR. 
368,126,Out,2018-01-17,15:48:19,By E-Mail,S58 lodge to MyCoid on 2018-01-16. 
369,123,AGM/FS/AR,2018-01-17,15:49:52,,AR @ 2018-01-28 self collect by Malin. 
370,225,New,2018-01-17,15:54:16,,
371,226,New,2018-01-17,15:55:10,,
372,226,Cancel,2018-01-17,15:59:43,,Job created temporarily for sec fee bill
373,225,Cancel,2018-01-17,16:00:13,,Job created temporarily for sec fee bill
374,227,New,2018-01-17,16:19:23,,
375,228,New,2018-01-17,17:27:44,,
376,197,Out,2018-01-17,19:33:45,By E-Mail,collected by Ms. Akiko on 17.01.2018. Pending courier original page 3 from Mr. Ryo
377,229,New,2018-01-18,09:06:37,,
378,207,Complete,2018-01-18,10:38:07,,""
379,208,Complete,2018-01-18,10:38:14,,""
380,209,Complete,2018-01-18,10:38:19,,""
381,210,Complete,2018-01-18,10:38:24,,""
382,228,Complete,2018-01-18,10:38:29,,Send out by email to Dama
383,230,New,2018-01-18,10:44:05,,
569,318,Complete,2018-01-26,09:31:14,,""
384,9,Return,2018-01-18,11:10:26,,$ settled on 17.01.2018 by client. Proceed with MYCOID on 17.01.2018
385,8,Return,2018-01-18,11:11:28,,$ settled on 17.01.2018 by client. Proceed with MYCOID on 17.01.2018
386,232,New,2018-01-18,11:14:44,,
387,232,Out,2018-01-18,11:14:50,By E-Mail,send out on 17.01.2018
388,232,Complete,2018-01-18,11:15:33,,ack receipt on 18.01.2018
389,233,New,2018-01-18,11:22:51,,
390,240,New,2018-01-18,13:03:37,,
391,50,AGM/FS/AR,2018-01-18,13:35:27,,DCR/MWR for FS @ 2017-07-31 received. can proceed filing!
392,201,Out,2018-01-18,14:02:11,By E-Mail,payment in
393,200,Out,2018-01-18,14:02:24,By E-Mail,payment in
394,241,New,2018-01-18,14:22:20,,
395,244,New,2018-01-18,14:39:15,,
396,233,Out,2018-01-18,15:45:51,Office Boy,send out on 17.01.2018
397,233,Complete,2018-01-18,15:46:32,,ack receipt rec on 18.01.2018
398,247,New,2018-01-18,15:50:21,,
509,273,AGM/FS/AR,2018-01-23,17:51:41,,Doc AR @ 2018-02-04 sent to Simon by email on 23/01/2018. 
399,249,New,2018-01-18,16:22:44,,
513,309,Out,2018-01-23,18:06:21,By E-Mail,2018-01-23: Email out to Nikki. 
520,199,AGM/FS/AR,2018-01-24,09:04:35,,Doc sent out on 2018-01-22. Ack by Lilian. 
400,229,Out,2018-01-18,17:19:01,By E-Mail,emailed on 18.01.2018
