fs_id,company_id,fs_date,fs_reminderdate1,fs_reminderdate2,fs_reminderdate3,fs_submissiondate,fs_status,fs_fileddate,fs_deadline,fs_agm
7005,654,2017-02-28,2017-02-01,2017-05-01,2017-08-01,2017-09-27,t,2017-10-03,2017-08-30,""
3276,266,1999-12-31,1999-12-01,2000-03-01,2000-06-01,2000-07-30,t,1999-12-31,"",2000-04-15
3277,266,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-20
3278,266,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-28
3279,266,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
3280,266,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
3281,266,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
3282,266,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
3283,266,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-29
3284,266,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
3285,266,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-11-30
3286,266,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
3287,266,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3288,266,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
3289,266,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
3249,263,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2017-06-30,2017-06-30,""
3193,258,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3294,266,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3290,266,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3292,266,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3297,267,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-31
3299,267,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
3301,267,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-31
3303,267,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-11-23
7013,655,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
7011,655,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
3308,268,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-22
3314,268,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3317,269,2016-11-30,2016-11-01,2017-02-01,2017-05-01,2017-06-29,t,2016-11-30,"",2017-08-11
7014,656,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-12
3321,271,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-23
3326,273,2014-10-31,2014-10-01,2015-01-01,2015-04-01,2015-05-30,t,2014-10-31,"",2015-04-30
3328,273,2016-10-31,2016-10-01,2017-01-01,2017-04-01,2017-05-30,t,2016-10-31,"",2016-10-31
7018,656,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7016,656,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-07
7019,657,2000-12-31,2000-12-01,2001-03-01,2001-06-01,2001-07-30,t,2000-12-31,"",2001-06-30
7947,657,2018-02-28,2018-02-01,2018-05-01,2018-08-01,2018-09-27,f,"",2018-08-28,
1340,106,2017-05-31,2017-05-01,2017-08-01,2017-11-01,2017-12-30,t,2017-12-28,2017-11-30,""
8119,190,2017-08-31,2017-08-01,2017-11-01,2018-02-01,2018-03-30,f,"",2018-02-28,
3291,266,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3293,266,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-29
3296,267,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-11-23
3298,267,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-21
3300,267,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
3302,267,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
3307,268,2010-07-31,2010-07-01,2010-10-01,2011-01-01,2011-03-02,t,2010-07-31,"",2011-01-31
3315,268,2018-07-31,2018-07-01,2018-10-01,2019-01-01,2019-03-02,f,"",2019-01-31,
3346,275,2006-10-31,2006-10-01,2007-01-01,2007-04-01,2007-05-30,t,2006-10-31,"",2007-08-20
3313,268,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
8083,754,2018-08-31,2018-08-01,2018-11-01,2019-02-01,2019-03-30,f,"",2019-02-28,
3318,269,2017-11-30,2017-11-01,2018-02-01,2018-05-01,2018-06-29,f,"",2018-05-30,
3322,271,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3325,273,2013-10-31,2013-10-01,2014-01-01,2014-04-01,2014-05-30,t,2013-10-31,"",2014-04-30
3329,273,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3327,273,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2016-04-30
3331,274,2006-06-30,2006-06-01,2006-09-01,2006-12-01,2007-01-29,t,2006-06-30,"",2006-12-31
3332,274,2007-06-30,2007-06-01,2007-09-01,2007-12-01,2008-01-29,t,2007-06-30,"",2007-12-31
3333,274,2008-06-30,2008-06-01,2008-09-01,2008-12-01,2009-01-29,t,2008-06-30,"",2008-12-31
3334,274,2009-06-30,2009-06-01,2009-09-01,2009-12-01,2010-01-29,t,2009-06-30,"",2009-12-31
3335,274,2010-06-30,2010-06-01,2010-09-01,2010-12-01,2011-01-29,t,2010-06-30,"",2010-12-31
3336,274,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
3337,274,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
3338,274,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
3339,274,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-30
3340,274,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
3341,274,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-15
3345,275,2005-10-31,2005-10-01,2006-01-01,2006-04-01,2006-05-30,t,2005-10-31,"",2006-01-20
3347,275,2007-10-31,2007-10-01,2008-01-01,2008-04-01,2008-05-30,t,2007-10-31,"",2008-04-30
3348,275,2008-10-31,2008-10-01,2009-01-01,2009-04-01,2009-05-30,t,2008-10-31,"",2009-04-30
3349,275,2009-10-31,2009-10-01,2010-01-01,2010-04-01,2010-05-30,t,2009-10-31,"",2010-04-30
3350,275,2010-10-31,2010-10-01,2011-01-01,2011-04-01,2011-05-30,t,2010-10-31,"",2011-04-30
3351,275,2011-10-31,2011-10-01,2012-01-01,2012-04-01,2012-05-30,t,2011-10-31,"",2012-04-30
3352,275,2012-10-31,2012-10-01,2013-01-01,2013-04-01,2013-05-30,t,2012-10-31,"",2013-04-30
3353,275,2013-10-31,2013-10-01,2014-01-01,2014-04-01,2014-05-30,t,2013-10-31,"",2014-04-30
3354,275,2014-10-31,2014-10-01,2015-01-01,2015-04-01,2015-05-30,t,2014-10-31,"",2015-04-30
3355,275,2015-10-31,2015-10-01,2016-01-01,2016-04-01,2016-05-30,t,2015-10-31,"",2016-04-22
7020,657,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-30
7022,657,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
7024,657,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
7026,657,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
7037,658,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-05-17
7030,657,2011-02-28,2011-02-01,2011-05-01,2011-08-01,2011-09-27,t,2011-02-28,"",2011-08-19
7032,657,2013-02-28,2013-02-01,2013-05-01,2013-08-01,2013-09-27,t,2013-02-28,"",2013-11-30
7034,657,2015-02-28,2015-02-01,2015-05-01,2015-08-01,2015-09-27,t,2015-02-28,"",2015-08-31
3319,270,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7046,659,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
7054,659,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7040,659,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
7042,659,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
7044,659,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
7048,659,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7050,659,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7052,659,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7056,660,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7055,660,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7058,660,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7059,661,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
7068,661,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
7060,661,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-07-16
7062,661,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7064,661,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
7074,662,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
7036,657,2017-02-28,2017-02-01,2017-05-01,2017-08-01,2017-09-27,t,2017-10-03,2017-08-30,""
3342,274,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2017-06-30,2017-12-29,""
3304,267,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2018-01-26,2017-12-29,""
3356,275,2016-10-31,2016-10-01,2017-01-01,2017-04-01,2017-05-30,t,2016-10-31,"",2016-10-31
3359,276,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-27
3365,276,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
3361,276,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-31
3363,276,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-12-31
3366,277,2018-01-01,2018-01-01,2018-04-01,2018-07-01,2018-07-31,f,"",2018-07-01,
3369,278,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
3371,278,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3373,279,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-04-28
3375,279,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3381,281,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",""
3383,281,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
3379,280,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,t,2017-10-27,2017-09-30,""
3393,281,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2017-07-28,"",""
3385,281,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
3387,281,2010-12-30,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-30,"",2011-06-30
3389,281,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
3391,281,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7021,657,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
7023,657,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
7025,657,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
7027,657,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
7063,661,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-29
7029,657,2010-02-28,2010-02-01,2010-05-01,2010-08-01,2010-09-27,t,2010-02-28,"",2010-08-30
7067,661,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7031,657,2012-02-29,2012-02-01,2012-05-01,2012-08-01,2012-09-28,t,2012-02-29,"",2012-08-29
7033,657,2014-02-28,2014-02-01,2014-05-01,2014-08-01,2014-09-27,t,2014-02-28,"",2014-08-28
7100,666,2012-06-30,2012-06-01,2012-09-01,2012-12-01,2013-01-29,t,2012-06-30,"",2012-12-31
7035,657,2016-02-29,2016-02-01,2016-05-01,2016-08-01,2016-09-28,t,2016-02-29,"",2016-08-31
7038,658,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7070,662,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
7039,659,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-12-25
7041,659,2004-12-31,2004-12-01,2005-03-01,2005-06-01,2005-07-30,t,2004-12-31,"",2005-06-30
7043,659,2006-12-31,2006-12-01,2007-03-01,2007-06-01,2007-07-30,t,2006-12-31,"",2007-06-30
7045,659,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-06-30
7047,659,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7049,659,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-28
7051,659,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
7053,659,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-26
7057,660,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",""
7069,661,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7061,661,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-16
7079,662,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7071,662,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
7073,662,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7075,662,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7077,662,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7086,664,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7080,663,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-05-21
7085,663,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7081,663,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7083,663,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7090,664,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,f,"",2015-06-30,
7092,664,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
7088,664,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
7097,665,2017-03-31,2017-03-01,2017-06-01,2017-09-01,2017-10-30,f,"",2017-09-30,
7106,666,2018-06-30,2018-06-01,2018-09-01,2018-12-01,2019-01-29,f,"",2018-12-30,
7102,666,2014-06-30,2014-06-01,2014-09-01,2014-12-01,2015-01-29,t,2014-06-30,"",2014-12-30
7104,666,2016-06-30,2016-06-01,2016-09-01,2016-12-01,2017-01-29,t,2016-06-30,"",2016-11-21
7107,667,2008-12-31,2008-12-01,2009-03-01,2009-06-01,2009-07-30,t,2008-12-31,"",2009-01-30
7116,667,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7108,667,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-04-29
7110,667,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7112,667,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
7114,667,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7121,668,2007-03-31,2007-03-01,2007-06-01,2007-09-01,2007-10-30,t,2007-03-31,"",2007-09-29
7123,668,2009-03-31,2009-03-01,2009-06-01,2009-09-01,2009-10-30,t,2009-03-31,"",2009-09-30
3357,275,2017-10-31,2017-10-01,2018-01-01,2018-04-01,2018-05-30,f,"",2018-04-30,
3364,276,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,f,"",2017-12-30,
3360,276,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-30
3362,276,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-31
3368,278,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-06-30
3370,278,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,f,"",2017-06-30,
3376,279,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3374,279,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-04-06
3378,280,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-09-30
7072,662,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
3394,281,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3382,281,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-24
3384,281,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
3386,281,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-26
3416,287,1996-04-30,1996-04-01,1996-07-01,1996-10-01,1996-11-29,t,1996-04-30,"",1996-10-31
3388,281,2011-12-30,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-30,"",2012-06-30
3390,281,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-06-30
3392,281,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
7076,662,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-12-31
3396,282,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3398,282,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3397,282,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-06-30
3399,283,2018-01-01,2018-01-01,2018-04-01,2018-07-01,2018-07-31,f,"",2018-07-01,
7078,662,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-03-06
3402,285,2012-07-31,2012-07-01,2012-10-01,2013-01-01,2013-03-02,t,2012-07-31,"",2013-01-31
3403,285,2013-07-31,2013-07-01,2013-10-01,2014-01-01,2014-03-02,t,2013-07-31,"",2014-01-31
3404,285,2014-07-31,2014-07-01,2014-10-01,2015-01-01,2015-03-02,t,2014-07-31,"",2015-01-31
3405,285,2015-07-31,2015-07-01,2015-10-01,2016-01-01,2016-03-01,t,2015-07-31,"",2016-01-31
3406,285,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",2017-01-26
3410,286,2015-07-31,2015-07-01,2015-10-01,2016-01-01,2016-03-01,t,2015-07-31,"",2015-12-12
3412,286,2017-07-31,2017-07-01,2017-10-01,2018-01-01,2018-03-02,f,"",2018-01-31,
3413,286,2018-07-31,2018-07-01,2018-10-01,2019-01-01,2019-03-02,f,"",2019-01-31,
3411,286,2016-07-31,2016-07-01,2016-10-01,2017-01-01,2017-03-02,t,2016-07-31,"",2016-12-31
3415,287,1995-04-30,1995-04-01,1995-07-01,1995-10-01,1995-11-29,t,1995-04-30,"",1995-10-15
3417,287,1997-04-30,1997-04-01,1997-07-01,1997-10-01,1997-11-29,t,1997-04-30,"",1997-10-31
3418,287,1998-04-30,1998-04-01,1998-07-01,1998-10-01,1998-11-29,t,1998-04-30,"",1998-10-31
3419,287,1999-04-30,1999-04-01,1999-07-01,1999-10-01,1999-11-29,t,1999-04-30,"",1999-10-30
3420,287,2000-04-30,2000-04-01,2000-07-01,2000-10-01,2000-11-29,t,2000-04-30,"",2000-10-31
3421,287,2001-04-30,2001-04-01,2001-07-01,2001-10-01,2001-11-29,t,2001-04-30,"",2001-10-31
7082,663,2014-12-31,2014-12-01,2015-03-01,2015-06-01,2015-07-30,t,2014-12-31,"",2015-12-31
3422,287,2001-12-31,2001-12-01,2002-03-01,2002-06-01,2002-07-30,t,2001-12-31,"",2002-06-30
7084,663,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,null,"",""
3423,287,2002-12-31,2002-12-01,2003-03-01,2003-06-01,2003-07-30,t,2002-12-31,"",2003-06-30
7089,664,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,f,"",2014-06-30,
7091,664,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,f,"",2016-06-30,
7093,664,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
7087,664,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7099,666,2011-06-30,2011-06-01,2011-09-01,2011-12-01,2012-01-29,t,2011-06-30,"",2011-12-31
7094,665,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,t,2014-03-31,"",2014-09-30
7098,665,2018-03-31,2018-03-01,2018-06-01,2018-09-01,2018-10-30,f,"",2018-09-30,
7096,665,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,t,2016-03-31,"",2016-09-30
7109,667,2010-12-31,2010-12-01,2011-03-01,2011-06-01,2011-07-30,t,2010-12-31,"",2011-06-30
7101,666,2013-06-30,2013-06-01,2013-09-01,2013-12-01,2014-01-29,t,2013-06-30,"",2013-12-31
7103,666,2015-06-30,2015-06-01,2015-09-01,2015-12-01,2016-01-29,t,2015-06-30,"",2015-12-30
7111,667,2012-12-31,2012-12-01,2013-03-01,2013-06-01,2013-07-30,t,2012-12-31,"",2013-06-30
7115,667,2016-12-31,2016-12-01,2017-03-01,2017-06-01,2017-07-30,t,2016-12-31,"",2017-07-31
7117,668,2003-03-31,2003-03-01,2003-06-01,2003-09-01,2003-10-30,t,2003-03-31,"",2003-04-17
7126,668,2012-03-31,2012-03-01,2012-06-01,2012-09-01,2012-10-30,f,"",2012-09-30,
7128,668,2014-03-31,2014-03-01,2014-06-01,2014-09-01,2014-10-30,f,"",2014-09-30,
7130,668,2016-03-31,2016-03-01,2016-06-01,2016-09-01,2016-10-30,f,"",2016-09-30,
7132,668,2018-03-31,2018-03-01,2018-06-01,2018-09-01,2018-10-30,f,"",2018-09-30,
7120,668,2006-03-31,2006-03-01,2006-06-01,2006-09-01,2006-10-30,t,2006-03-31,"",2006-09-29
7124,668,2010-03-31,2010-03-01,2010-06-01,2010-09-01,2010-10-30,t,2010-03-31,"",2010-09-30
7105,666,2017-06-30,2017-06-01,2017-09-01,2017-12-01,2018-01-29,t,2017-12-20,2017-12-19,""
3424,287,2003-12-31,2003-12-01,2004-03-01,2004-06-01,2004-07-30,t,2003-12-31,"",2004-06-30
3426,287,2005-12-31,2005-12-01,2006-03-01,2006-06-01,2006-07-30,t,2005-12-31,"",2006-06-30
3504,304,2017-12-31,2017-12-01,2018-03-01,2018-06-01,2018-07-30,f,"",2018-06-30,
3428,287,2007-12-31,2007-12-01,2008-03-01,2008-06-01,2008-07-30,t,2007-12-31,"",2008-06-30
3500,304,2013-12-31,2013-12-01,2014-03-01,2014-06-01,2014-07-30,t,2013-12-31,"",2014-03-31
3430,287,2009-12-31,2009-12-01,2010-03-01,2010-06-01,2010-07-30,t,2009-12-31,"",2010-06-30
3502,304,2015-12-31,2015-12-01,2016-03-01,2016-06-01,2016-07-30,t,2015-12-31,"",2016-06-30
3432,287,2011-12-31,2011-12-01,2012-03-01,2012-06-01,2012-07-30,t,2011-12-31,"",2012-06-30
7125,668,2011-03-31,2011-03-01,2011-06-01,2011-09-01,2011-10-30,f,"",2011-09-30,
