billingitem_id|company_id|billingitem_generated|billingitem_entrydate|billingitem_caseid|billingitem_casefeecode|billingitem_casefeedesc|billingitem_billingdesc|billingitem_billingdetails|billingitem_feetype|billingitem_feecategory|billingitem_amount|billingitem_calculatedtax|billingitem_total|billingitem_tax|perfomabill_id|billingitem_balance|debitnote_id
157|45|t|2018-01-06|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-01 until 2018-06-30|Fee|SR|430.00|25.80|455.80|6.00|51|0.00|-3
176|705|f|2018-01-08|82|AR/AGM|AR@2018-01-27|Handling, Delivery & Telecommunications|""|Disbursement|SR|27.00|1.62|28.62|6.00|60|0.00|-3
158|473|t|2018-01-06|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840.00|50.40|890.40|6.00|52|0.00|-3
71|164|f|2018-01-04|39|AR/AGM|Annual Return @ 2018-01-24 |Handling, Delivery and Telecomunication |""|Disbursement|SR|27.00|1.62|28.62|6.00|22|0.00|-3
1336|108|f|2018-02-19|554|CTC|CTC of Form 24 dated 18 Oct 2012|Printing & Stationery|""|Disbursement|SR|17.70|1.06|18.76|6.00|462|0.00|-3
1594|648|f|2018-02-28|636|CTC|CTC F9, F24 & F49|Handling, Delivery & Telecommunications|""|Disbursement|SR|15.00|0.90|15.90|6.00|541|15.90|-3
373|522|f|2018-01-15|156|CTC|""|CTC F9 & F49|""|Secretarial Work|SR|15.00|0.90|15.90|6.00|132|15.90|-3
374|514|f|2018-01-15|157|CTC|""|CTC F9 & F49|""|Secretarial Work|SR|15.00|0.90|15.90|6.00|133|15.90|-3
381|524|f|2018-01-15|164|CTC|""|CTC F9 & F49|""|Secretarial Work|SR|15.00|0.90|15.90|6.00|140|15.90|-3
390|679|f|2018-01-15|173|CTC|""|CTC F9 & F49|""|Secretarial Work|SR|15.00|0.90|15.90|6.00|149|15.90|-3
104|328|f|2018-01-05|60|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com Change of Corporate User|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|31|53.00|-3
131|725|f|2018-01-05|69|CTC|""|Handling Delivery & Telecommunication|""|Disbursement|SR|15.00|0.90|15.90|6.00|39|0.00|-3
441|100|f|2018-01-16|202|AC|Copy of FS @ 2012-12-31, 2013-12-31, 2014-12-31, 2015-12-31 & 2016-12-31|Copy of FS @ 2012-12-31, 2013-12-31, 2014-12-31, 2015-12-31 & 2016-12-31|""|Secretarial Work|SR|100.00|6.00|106.00|6.00|164|0.00|-3
233|380|f|2018-01-09|101|SecFee|- From 2018-01-06 to 2019-01-05|Secretarial Fee + Registered Office|- From 2018-01-06 to 2019-01-05|Fee|SR|840.00|50.40|890.40|6.00|81|0.00|-3
84|573|f|2018-01-04|49|AC|FS@2016-09-30|Financial Statement @ 2016-09-30|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|25|148.40|-3
175|705|f|2018-01-08|82|AR/AGM|AR@2018-01-27|Annual Return@2018-01-27|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|60|0.00|-3
152|307|f|2018-01-06|75|AC|Financial Statement @ 2017-06-30|Financial Statement @ 2017-06-30|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|49|0.00|-3
92|623|f|2018-01-04|51|S58|""|Resignation of Farah|""|Secretarial Work|SR|100.00|6.00|106.00|6.00|27|106.00|-3
3939|591|f|2018-05-04|1365|CTC|CTC F9, F44 & F24|Handling & Telecommunications|""|Disbursement|SR|15.00|0.90|15.90|6.00|1259|15.90|-3
113|573|f|2018-01-05|63|ChAud|Change of Auditor|Printing & Stationery |""|Disbursement|SR|15.00|0.90|15.90|6.00|34|15.90|-3
702|591|f|2018-01-24|318|CTC|""|Handling, Delivery & Telecommunications|""|Disbursement|SR|15.00|0.90|15.90|6.00|251|0.00|-3
87|7|f|2018-01-04|50|AC|Financial Statement @ 2017-07-31|Financial Statement @ 2017-07-31|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|26|0.00|-3
701|591|f|2018-01-24|318|CTC|""|CTC FORM 9|*5 Copies|Secretarial Work|SR|10.00|0.60|10.60|6.00|251|0.00|-3
260|436|f|2018-01-10|110|AR/AGM|Annual Return @ 2018-01-21|SSM - AR@2018-01-21|"
"|Reimbursement|OR|150.00|0.00|150.00|6.00|89|0.00|-3
261|436|f|2018-01-10|111|AC|Financial Statement @ 2017-06-30|SSM - FS@2017-06-30|""|Reimbursement|OR|50.00|0.00|50.00|6.00|89|0.00|-3
246|449|f|2018-01-10|105|AC|Financial Statement@2017-06-30|Handling, Delivery & Telecommunication|""|Disbursement|SR|27.00|1.62|28.62|6.00|86|0.00|-3
245|449|f|2018-01-10|105|AC|Financial Statement@2017-06-30|Financial Statement@2017-06-30|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|86|0.00|-3
247|449|f|2018-01-10|105|AC|Financial Statement@2017-06-30|Printing & Stationery|""|Disbursement|SR|21.68|1.30|22.98|6.00|86|0.00|-3
248|449|f|2018-01-10|105|AC|Financial Statement@2017-06-30|SSM-FS@2017-06-30|""|Reimbursement|OR|50.00|0.00|50.00|6.00|86|0.00|-3
80|376|f|2018-01-04|46|AR/AGM|Annual Return @ 2018-01-25|Annual Return @ 2018-01-25|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|24|0.00|-3
82|376|f|2018-01-04|46|AR/AGM|Annual Return @ 2018-01-25|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|24|0.00|-3
171|315|f|2018-01-08|79|AC|Financial Statement @ 2017-06-30|Handling, Delivery & Telecommunications|""|Disbursement|SR|27.00|1.62|28.62|6.00|58|0.00|-3
172|315|f|2018-01-08|79|AC|Financial Statement @ 2017-06-30|Printing & Stationery|""|Disbursement|SR|21.68|1.30|22.98|6.00|58|0.00|-3
173|315|f|2018-01-08|79|AC|Financial Statement @ 2017-06-30|SSM-FS@2017-06-30|""|Reimbursement|OR|50.00|0.00|50.00|6.00|58|0.00|-3
100|123|f|2018-01-05|57|AR/AGM|Annual Return @ 2018-01-05|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|29|0.00|-3
145|701|f|2018-01-05|73|AC|FS@2017-09-30|Financial Statement@2017-09-30|""|Secretarial Work|SR|140.00|8.40|148.40|6.00|44|0.00|-3
709|641|f|2018-01-24|322|S36|""|Change of Articles 42|""|Secretarial Work|SR|177.00|10.62|187.62|6.00|256|0.00|-3
143|291|f|2018-01-05|72|AR/AGM|Annual Return @ 2018-01-28|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|43|0.00|-3
118|291|f|2018-01-05|65|S58|Chg of Passport : Soh Wen Hao, Jermaine (E6562220A)|S58 - Change of Passport No.|- Soh Wen Hao, Jermaine (E6562220A)|Secretarial Work|SR|50.00|3.00|53.00|6.00|43|0.00|-3
177|705|f|2018-01-08|82|AR/AGM|AR@2018-01-27|Printing & Stationery |""|Disbursement|SR|23.00|1.38|24.38|6.00|60|0.00|-3
178|705|f|2018-01-08|82|AR/AGM|AR@2018-01-27|SSM: AR@2018-01-27|""|Reimbursement|OR|150.00|0.00|150.00|6.00|60|0.00|-3
1312|279|t|2018-02-14|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-02-11 until 2019-02-10|Fee|SR|840.00|50.40|890.40|6.00|449|890.40|-3
1915|727|f|2018-03-09|741|CCM kp|CCM Compounds: RM2,940.00|Secretarial Work on Appeal for CCM Compounds|""|Secretarial Work|SR|100.00|6.00|106.00|6.00|624|106.00|-3
4786|157|f|2018-05-25|1633|AC|Financial Statement @ 2017-12-31|SSM- FS@ 2017-12-31 |""|Reimbursement|OR|50.00|0.00|50.00|6.00|1493|50.00|-3
70|164|f|2018-01-04|39|AR/AGM|Annual Return @ 2018-01-24 |Annual Return @ 2018-01-24|""|Secretarial Work|SR|200.00|12.00|212.00|6.00|22|0.00|-3
125|50|t|2018-01-05|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840.00|50.40|890.40|6.00|37|0.00|-3
2221|807|f|2018-03-15|837|Chg Sec|Change Secretary and Registered Office|Handling, Delivery & Stationery|""|Disbursement|SR|24.00|1.44|25.44|6.00|722|0.00|-3
2222|807|f|2018-03-15|837|Chg Sec|Change Secretary and Registered Office|Printing & Stationery|""|Disbursement|SR|15.00|0.90|15.90|6.00|722|0.00|-3
2338|798|f|2018-03-20|883|AR/AGM|AR@2018-03-29|Printing & Stationery|""|Disbursement|SR|40.00|2.40|42.40|6.00|755|0.00|-3
301|671|f|2018-01-12|131|S58|""|Updating of Passport for Smita|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|103|0.00|-3
4062|693|f|2018-05-08|1420|Misc|"MOF Application
"|-New application & additional kod bidang|""|Secretarial Work|SR|1342.26|80.54|1,422.80|6.00|1297|0.00|-3
2551|52|f|2018-03-23|962|AR/AGM|AR@2018-04-15|Printing & Stationery|""|Disbursement|SR|23.00|1.38|24.38|6.00|839|0.00|-3
4211|170|f|2018-05-11|1470|AR/AGM|Annual Return @ 2018-05-28 |Annual Return @ 2018-05-28  |""|Secretarial Work|SR|200.00|12.00|212.00|6.00|1344|0.00|-3
88|7|f|2018-01-04|50|AC|Financial Statement @ 2017-07-31|Handling, Delivery & Telecommunications|""|Disbursement|SR|27.00|1.62|28.62|6.00|26|0.00|-3
604|148|t|2018-01-22|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-22 until 2019-01-21|Fee|SR|840.00|50.40|890.40|6.00|228|890.40|-3
159|677|t|2018-01-06|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-02 until 2019-01-01|Fee|SR|840.00|50.40|890.40|6.00|53|890.40|-3
137|760|f|2018-01-05|71|S236|Appointment of Secretary|Secretarial fee + Registered Office|January 2018 until January 2019|Fee|SR|840.00|50.40|890.40|6.00|42|890.40|-3
2297|138|f|2018-03-20|871|S58|"Appoint: Seow LL
Resign: Khoo BT"|Printing & Stationery|""|Disbursement|SR|22.20|1.33|23.53|6.00|743|0.00|-3
182|82|t|2018-01-08|-1|SecFee|""|Secretarial Fee + Registered Office|- From 2018-01-05 until 2019-01-04|Fee|SR|840.00|50.40|890.40|6.00|61|890.40|-3
1902|219|f|2018-03-08|737|AC|Financial Statements @ 2017-12-31|Financial Statements @ 2017-12-31|- Preparation, circulation, submission & filing|Secretarial Work|SR|140.00|8.40|148.40|6.00|621|0.00|-3
272|515|f|2018-01-10|118|PurVeh|""|Disposal of MV (WVB 1200)|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|94|53.00|-3
687|465|f|2018-01-23|308|OpBk|Opening Bank Account - CIMB Selayang|Handling, Delivery & Telecommunications|"
"|Disbursement|SR|25.00|1.50|26.50|6.00|248|26.50|-3
456|68|f|2018-01-16|194|DCR|Application for extension of time FS @ 2017-01-31|Handling, Delivery & Telecommunication|""|Disbursement|SR|33.00|1.98|34.98|6.00|171|34.98|-3
290|515|f|2018-01-11|125|DCR|Insurance claim for vehicle no: T/BE1115|Printing & Stationery |""|Secretarial Work|SR|15.00|0.90|15.90|6.00|99|15.90|-3
74|483|f|2018-01-04|43|BkFac|"Maybank Islamic Berhad - Banking Fac
- DCR, MWR"|Maybank Islamic Berhad - Banking Fac|- DCR, MWR|Secretarial Work|SR|70|4.20|74.20|6.00|23|0.00|-3
78|483|f|2018-01-04|43|BkFac|"Maybank Islamic Berhad - Banking Fac
- DCR, MWR"|Handling, Delivery & Telecommunication|""|Disbursement|SR|45|2.70|47.70|6.00|23|0.00|-3
77|483|f|2018-01-04|44|ConfirmL|Confirmation Letter to MBB|CPO - XCEL WORLD TRADE SDN. BHD.|""|Reimbursement|SR|15|0.90|15.90|6.00|23|0.00|-3
102|204|f|2018-01-05|59|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com Change of Corporate User|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|30|53.00|-3
89|7|f|2018-01-04|50|AC|Financial Statement @ 2017-07-31|Printing & Stationery|""|Disbursement|SR|21.68|1.30|22.98|6.00|26|0.00|-3
105|470|f|2018-01-05|61|BkChsig|PBeBank.com - Change Corporate User|DCR - PBeBank.com  Change of Corporate User|""|Secretarial Work|SR|50.00|3.00|53.00|6.00|32|53.00|-3
138|760|f|2018-01-05|71|S236|Appointment of Secretary|Handling, Delivery & Telecommunications |""|Disbursement|SR|27.00|1.62|28.62|6.00|42|28.62|-3
