company_id|company_no|company_name|company_intype|company_constitution|company_incorporation|company_objectives|company_industrya|company_industryb|company_website|company_staffid|company_comment|company_remark|company_country|company_gst|company_activate|company_financialyearend
22|1033839-K|ASKIA SERVICES SDN. BHD.|Own|Private Limited|2013-02-04|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
23|501435-A|ASPIRE POSITION SDN. BHD.|Own|Private Limited|1999-12-17|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
24|587265-P|ASTRADEX SDN. BHD.|Own|Private Limited|2002-07-24|""|""|""|""|4|""|""|Malaysia|""|t|2013-09-30
25|801401-M|ATA PAINT SDN. BHD.|Takeover|Private Limited|2008-01-02|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
27|494547-V|AZMAN ABADI SDN. BHD.|Takeover|Private Limited|1999-09-22|""|""|""|""|4|""|""|Malaysia|""|t|2015-12-31
28|811901-T|BAGUS NIAGA SDN. BHD.|Own|Private Limited|2008-04-01|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
29|1025122-H|BEYOND RESTAURANTS SDN. BHD.|Takeover|Private Limited|2012-11-21|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
30|387743-D|BOLD CARRIAGE SDN. BHD.|Own|Private Limited|1996-05-17|""|""|""|""|4|""|""|Malaysia|""|t|2016-06-30
31|671925-A|BUSINESSAIMS SDN. BHD.|Own|Private Limited|2004-11-08|""|""|""|""|4|""|""|Malaysia|""|t|2010-12-31
33|619921-V|CABLES & CONTROLS ENGINEERING SDN. BHD.|Own|Private Limited|2003-06-27|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
34|874504-U|CAJUN ASIAN SDN.BHD|Takeover|Private Limited|2009-10-08|""|""|""|""|4|""|""|Malaysia|""|t|2017-09-30
45|704491-H|COMMITCOM SDN. BHD.|Own|Private Limited|2005-07-28|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
46|599913-U|COMPASSIONATE CAPITAL SDN. BHD.|Own|Private Limited|2002-11-26|""|""|""|""|4|""|""|Malaysia|""|t|2015-03-31
47|755950-K|COMPULSORY EVENTS & EXHIBITIONS SDN. BHD.|Own|Private Limited|2006-12-11|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
48|1117917-W|COSMOVATE GROUP SDN. BHD.|Own|Private Limited|2014-11-13|""|""|""|""|4|""|""|Malaysia|""|t|2016-10-31
49|405148-X|CREATIVE JUNCTION SDN. BHD.|Own|Private Limited|1996-10-07|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
50|510160-X|COSTUMES 'N' PARTIES SDN. BHD.|Own|Private Limited|2000-04-05|""|""|""|""|4|""|""|Malaysia|""|t|2010-04-30
51|476559-W|CRIMSON EIGHT SDN. BHD.|Own|Private Limited|1999-02-03|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
52|1183841-U|D FORCE SAMPLING SDN. BHD.|Own|Private Limited|2016-04-15|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
54|975382-V|D&P PROCESS SERVICES SDN. BHD.|Own|Private Limited|2012-01-17|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
55|899685-H|DAMANSARA GARDEN CITY SDN. BHD.|Own|Private Limited|2010-04-26|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
21|842086-V|ARVIRICH SDN. BHD.|Own|Private Limited|2008-12-19|""|""|""|""|4|""|""|Malaysia|""|t|2014-12-31
58|816283-A|DREAM KIDS SDN. BHD.|Own|Private Limited|2008-05-06|""|""|""|""|4|""|""|Malaysia|""|t|2017-07-31
60|1192024-V|DV AUDIO MALAYSIA SDN. BHD.|Own|Private Limited|2016-06-20|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
61|1192024-V|DV AUDIO MALAYSIA SDN. BHD.|Own|Private Limited|2016-06-20|""|""|""|""|4|""|""|Malaysia|""|f|2017-01-01
64|883806-A|EGM INDUSTRIES SUPPLY SDN. BHD.|Own|Private Limited|2009-12-24|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
65|456826-T|ELECTRIC ANGELS MSC SDN. BHD.|Own|Private Limited|1998-01-16|""|""|""|""|4|""|""|Malaysia|""|t|2007-06-30
63|1031359-W|EASYDO SIGNATURE SDN. BHD.|Own|Private Limited|2013-01-14|""|""|""|""|4|""|""|Malaysia|""|f|2017-12-31
20|1001569-U|ARMOURY VENTURES SDN. BHD.|Takeover|Private Limited|2012-05-14|""|""|""|""|4|""|""|Malaysia|""|f|2014-07-30
56|1092114-W|DENAI 23 SDN.BHD.|Takeover|Private Limited|2014-05-05|""|""|""|""|4|"Newfields Group
"|""|Malaysia|""|t|2017-12-31
53|1209382-X|D&P INNOVATIONS SDN. BHD.|Own|Private Limited|2016-11-17|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
66|966897-H|EMA MAJU SDN. BHD.|Own|Private Limited|2011-11-04|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
71|426997-H|EUROCASH SDN. BHD.|Takeover|Private Limited|1997-04-09|""|""|""|""|4|""|""|Malaysia|""|t|2015-12-31
26|1205976-T|AYU HERBA SDN. BHD.|Own|Private Limited|2016-10-20|S551(1) dated 2018-02-08|""|""|""|4|""|""|Malaysia|""|t|2017-09-30
3|1113303-W|3H TECH SDN.BHD|Own|Private Limited|2014-10-14|""|""|""|""|4|Dereg submit on 21.11.2017|""|Malaysia|""|t|2017-01-01
42|426270-P|CHOICE CREATIONS SDN. BHD.|Takeover|Private Limited|1997-04-04|S551(1) @ 2018-04-25|""|""|""|4|""|""|Malaysia|""|t|2017-03-31
67|1138668-W|ENE EC AGENCY SABAH SDN. BHD.|Own|Private Limited|2015-04-02|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
68|653692-W|ENERA COMMUNICATIONS SDN. BHD.|Own|Private Limited|2004-05-25|""|""|""|""|4|""|""|Malaysia|""|t|2017-07-31
69|845307-W|ENG GUAN MARKETING SDN. BHD.|Own|Private Limited|2009-01-23|""|""|""|""|4|""|""|Malaysia|""|t|2018-01-31
83|1199428-A|GLADVIEW DEVELOPMENT SDN. BHD.|Takeover|Private Limited|2016-08-23|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
72|524201-P|EXCEL SOUTHERN ENGINEERING SDN. BHD.|Takeover|Private Limited|2000-08-22|""|""|""|""|4|""|""|Malaysia|""|t|2013-12-31
73|469876-A|EXHIBITION DESIGNER & BUILDER SDN. BHD.|Own|Private Limited|1998-10-06|""|""|""|""|4|""|""|Malaysia|""|t|2016-12-31
74|1119989-K|FABZMAG SDN. BHD.|Own|Private Limited|2014-11-26|""|""|""|""|4|""|""|Malaysia|""|t|2016-10-31
75|1114979-T|FALCON AGENCY SDN. BHD.|Own|Private Limited|2014-10-27|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
78|597702-M|GALAXY ART STUDIO SDN. BHD.|Takeover|Private Limited|2002-11-05|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
79|1118789-W|GEM SYSTEMS SDN. BHD.|Takeover|Private Limited|2014-11-19|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
80|449669-U|GEMILANG THUAN SDN. BHD.|Own|Private Limited|1997-10-11|""|""|""|""|4|""|""|Malaysia|""|t|2013-10-31
81|1116684-X|GENERON ASIA SDN. BHD.|Own|Private Limited|2014-11-06|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
82|801190-H|GILDA TRADING SDN. BHD.|Takeover|Private Limited|2007-12-31|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
84|1130624-V|GNS ASIA SDN. BHD.|Own|Private Limited|2015-02-06|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
85|1128563-K|GOLDEN IMPRESS DEVELOPMENT SDN. BHD.|Takeover|Private Limited|2015-01-23|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
89|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|f|2017-06-30
88|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|f|2017-06-30
86|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|f|2017-06-30
87|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|f|2017-06-30
90|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
91|1049673-D|GOOD ANGLE SDN. BHD.|Takeover|Private Limited|2013-06-12|""|""|""|""|4|""|""|Malaysia|""|f|2017-06-30
92|1232228-U|GREATER COMM SDN. BHD.|Own|Private Limited|2017-05-24|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
94|1232228-U|GREATER COMM SDN. BHD.|Own|Private Limited|2017-05-24|""|""|""|""|4|""|""|Malaysia|""|f|2017-01-01
93|1232228-U|GREATER COMM SDN. BHD.|Own|Private Limited|2017-05-24|""|""|""|""|4|""|""|Malaysia|""|f|2017-01-01
97|481233-V|GRIMPS WALLCOVERINGS & CARPETS SDN.BHD.|Own|Private Limited|1999-04-15|""|""|""|""|4|""|""|Malaysia|""|f|2017-04-30
96|481233-V|GRIMPS WALLCOVERINGS & CARPETS SDN.BHD.|Own|Private Limited|1999-04-15|""|""|""|""|4|""|""|Malaysia|""|f|2017-04-30
95|481233-V|GREEN WATER CARE SDN. BHD.|Own|Private Limited|1999-04-15|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
98|1201859-H|GYNCHU KUALA LUMPUR SDN. BHD.|Own|Private Limited|2016-09-14|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
99|1066789-K|HALL CONTRACTING SDN. BHD.|Own|Private Limited|2013-10-18|""|""|""|""|4|""|""|Malaysia|""|t|2016-09-30
100|710961-K|HKS MINERAL RESOURCES SDN. BHD.|Own|Private Limited|2005-09-26|""|""|""|""|4|""|""|Malaysia|""|t|2016-12-31
101|885522-V|HUP SOON FOOD INDUSTRY SDN. BHD.|Own|Private Limited|2010-01-08|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
102|1107868-T|ILHAM HARTANIAGA SDN. BHD.|Takeover|Private Limited|2014-09-05|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
103|756344-A|ILLUSION EFFECTS SDN. BHD.|Own|Private Limited|2006-12-14|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
104|933459-M|JASA MARINE EXPERTISE SDN. BHD.|Own|Private Limited|2011-02-22|""|""|""|""|4|""|""|Malaysia|""|t|2017-03-31
105|914356-D|JEJAK PERSONA SDN. BHD.|Takeover|Private Limited|2010-09-07|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
106|475488-X|JOYI LINK SDN. BHD.|Own|Private Limited|1999-01-13|""|""|""|""|4|""|""|Malaysia|""|t|2017-05-31
107|1039072-X|JTMN HOLDINGS SDN. BHD.|Own|Private Limited|2013-03-20|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
108|1021450-K|KAIROS OIL SDN. BHD.|Own|Private Limited|2012-10-18|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
109|1019103-U|KBD MAX ENGINEERING CONSULTANTS SDN. BHD.|Own|Private Limited|2012-10-02|""|""|""|""|4|""|""|Malaysia|""|t|2014-09-30
110|1215911-T|KHALSA ENTERTAINMENT SDN. BHD.|Own|Private Limited|2017-01-16|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
111|537424-X|KHAN GROWTH & MARKETING SDN. BHD.|Own|Private Limited|2001-01-22|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
112|960909-W|KYOWA HEALTHCARE (M) SDN. BHD.|Own|Private Limited|2011-09-21|""|""|""|""|4|""|""|Malaysia|""|t|2017-09-30
113|628298-M|LE TOUAREG TRAVEL & TOUR SDN. BHD.|Own|Private Limited|2003-09-16|""|""|""|""|4|""|""|Malaysia|""|t|2016-12-31
114|1114145-K|LENDINGSTAR MALAYSIA SDN. BHD.|Own|Private Limited|2014-10-20|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
115|705980-M|LEXAGON ENGINEERING SDN. BHD.|Own|Private Limited|2005-08-10|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
116|806673-V|LEXIJAYA SDN. BHD.|Takeover|Private Limited|2008-02-18|""|""|""|""|4|""|""|Malaysia|""|t|2015-02-28
117|726724-K|LIVING ACRES SDN. BHD.|Own|Private Limited|2006-03-14|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
118|1185748-K|MA BUILDMART SDN. BHD.|Own|Private Limited|2016-04-29|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
119|786732-U|MAHA DELIMA HOLDINGS SDN. BHD.|Own|Private Limited|2007-08-31|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
120|752569-M|MALVALE SDN. BHD.|Own|Private Limited|2006-11-08|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
121|604727-P|MARIGOLD ACRES SDN. BHD.|Own|Private Limited|2003-01-25|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
122|1069409-M|MARKSCHEFFEL TRAINING SDN. BHD.|Own|Private Limited|2013-11-08|""|""|""|""|4|""|""|Malaysia|""|t|2016-10-31
57|LLP0000650-LGN|DORSEA PLT|Own|Limited Liability Partnership|2013-07-25|""|""|""|""|4|""|""|Malaysia|""|t|2016-10-31
123|974113-T|MASSARI ASAS SDN. BHD.|Takeover|Private Limited|2012-01-05|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
124|351634-A|MATLAMAT ANGGUN SDN. BHD.|Takeover|Private Limited|1995-07-18|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
125|1098301-T|MAXOP ENERGY SDN. BHD.|Own|Private Limited|2014-06-19|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
126|739202-U|MEECON ENGINEERING & TRADING SDN. BHD.|Own|Private Limited|2006-06-28|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
127|1108431-V|MEECON EQUIPMENT SDN. BHD.|Own|Private Limited|2014-09-10|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
128|923405-T|MEECON HEAVY MACHINERY SDN. BHD.|Own|Private Limited|2010-11-26|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
129|501040-X|MEQAR RESOURCES SDN. BHD.|Own|Private Limited|1999-12-13|""|""|""|""|4|""|""|Malaysia|""|t|2017-05-31
70|610319-H|ESOLID SOLUTIONS SDN. BHD.|Own|Private Limited|2003-03-28|""|""|""|""|4|""|""|Malaysia|""|f|2017-08-31
130|50039-M|MOTOR JASA ADJUSTERS SDN. BHD.|Takeover|Private Limited|1979-08-20|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
131|763498-V|MUTIARA CORPORATION SDN. BHD.|Own|Private Limited|2007-02-22|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
132|915582-W|MYDORSEA GROUP SDN. BHD.|Own|Private Limited|2010-09-23|""|""|""|""|4|""|""|Malaysia|""|t|2015-07-31
133|987119-T|NASSIM DEVELOPMENT SDN. BHD.|Takeover|Private Limited|2012-04-18|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
134|1049202-K|NATLAY GROUP SDN. BHD.|Own|Private Limited|2013-06-10|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
135|530017-H|NET COMMUNITY SDN. BHD.|Own|Private Limited|2000-10-25|""|""|""|""|4|""|""|Malaysia|""|t|2016-10-31
136|901367-M|NEWFIELDS INVESTMENTS SDN. BHD.|Own|Private Limited|2010-05-18|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
137|939272-V|NOVA COM HARTA SDN. BHD.|Own|Private Limited|2011-04-06|""|""|""|""|4|""|""|Malaysia|""|t|2013-06-30
176|1161881-H|SUPER MJL BOOM LIFT SDN. BHD.|Own|Private Limited|2015-10-12|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
138|1204027-D|NUSA INSPIRASI SDN. BHD.|Takeover|Private Limited|2016-10-05|""|""|""|""|4|"Newfields Group
"|""|Malaysia|""|t|2017-12-31
140|739597-X|OCEAN WORKS SDN. BHD.|Own|Private Limited|2006-07-03|""|""|""|""|4|""|""|Malaysia|""|t|2017-07-31
141|1044121-A|ONE ROOF DESIGN FURNITURE SDN. BHD.|Own|Private Limited|2013-04-26|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
142|896805-T|ONE ROOF DESIGN SDN. BHD.|Own|Private Limited|2010-04-01|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
143|796780-A|ONLY DELIGHTS SDN. BHD.|Own|Private Limited|2007-11-22|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
144|1041250-V|OXFORD EDITION SDN. BHD.|Takeover|Private Limited|2013-04-04|""|""|""|""|4|""|""|Malaysia|""|t|2016-03-31
145|688377-K|PACIFIC MAINTENANCE SDN. BHD.|Own|Private Limited|2005-04-14|""|""|""|""|4|""|""|Malaysia|""|t|2007-08-31
146|1129477-M|PALLADIUM ENGINEERING SDN. BHD.|Own|Private Limited|2015-01-28|""|""|""|""|4|""|""|Malaysia|""|t|2016-12-31
147|940724-X|PANORAMA MUTIARA SDN. BHD.|Takeover|Private Limited|2011-04-15|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
148|887478-V|PEARL TIME MARKETING SDN. BHD.|Own|Private Limited|2010-01-22|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
149|785926-P|PEMBINAAN CANGGIH PERKASA SDN. BHD.|Own|Private Limited|2007-08-23|""|""|""|""|4|""|""|Malaysia|""|t|2009-08-31
150|547509-P|PEMBINAAN DE BALI SDN. BHD.|Own|Private Limited|2001-05-14|""|""|""|""|4|""|""|Malaysia|""|t|2007-12-31
151|547509-P|PEMBINAAN DE BALI SDN. BHD.|Own|Private Limited|2001-05-14|""|""|""|""|4|""|""|Malaysia|""|f|2007-12-31
152|809096-X|PEMBINAAN GEMILANG THUAN SDN. BHD.|Own|Private Limited|2008-03-07|""|""|""|""|4|""|""|Malaysia|""|t|2016-02-28
153|797546-T|PEOPLE SYSTEMS CONSULTANCY SDN. BHD.|Own|Private Limited|2007-11-29|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
154|1229188-M|POSITIVE UPSTREAM SDN. BHD.|Takeover|Private Limited|2017-05-02|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
155|766001-D|PREMIER GREEN SDN. BHD.|Own|Private Limited|2007-03-16|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
62|886124-A|E-POWER ENGINEERING SDN. BHD.|Own|Private Limited|2010-01-13|""|""|""|""|4|""|""|Malaysia|""|f|2013-03-31
156|1132230-V|PRISTINE PRIMAVERA SDN. BHD.|Takeover|Private Limited|2015-02-18|""|""|""|""|4|""|""|Malaysia|""|f|2017-12-31
158|786042-P|PRATISTA SDN.BHD|Takeover|Private Limited|2007-08-24|""|""|""|""|4|""|""|Malaysia|""|f|2017-12-31
159|786042-P|PSB RESOURCES SDN. BHD.|Takeover|Private Limited|2007-08-24|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
160|1069548-V|QUAM VALVOLE SDN. BHD.|Own|Private Limited|2013-11-08|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
161|1161861-A|RDS CATERING SDN. BHD.|Own|Private Limited|2015-10-09|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
162|660758-V|REGAL OUTLET SDN BHD|Takeover|Private Limited|2004-07-26|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
163|744761-A|RETAIL ONE SDN. BHD.|Own|Private Limited|2006-08-18|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
164|804137-H|SAINTOP DEVELOPMENT SDN. BHD.|Own|Private Limited|2008-01-24|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-31
166|899394-H|SCALA BIO INTL SDN. BHD.|Own|Private Limited|2010-04-22|""|""|""|""|4|""|""|Malaysia|""|t|2013-04-30
167|1086052-T|SEA MOBILE SDN. BHD.|Own|Private Limited|2014-03-24|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
168|896814-D|SES IT SOLUTIONS SDN. BHD.|Own|Private Limited|2010-04-01|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
169|807165-M|SOLDERFIELD SYSTEM SDN. BHD.|Own|Private Limited|2008-02-21|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
170|1146188-U|SUMIKAWA SYSTEMS SDN. BHD.|Own|Private Limited|2015-05-28|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
171|830858-V|SP ADVANCE SDN. BHD.|Own|Private Limited|2008-08-27|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
172|483346-T|SALURAN MAYANG SDN. BHD.|Own|Private Limited|1999-05-12|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
174|611783-K|SUNRISE MEDIA SDN. BHD.|Own|Private Limited|2003-04-10|""|""|""|""|4|""|""|Malaysia|""|t|2017-09-30
173|611783-K|SUNRISE MEDIA SDN. BHD.|Own|Private Limited|2003-04-10|""|""|""|""|4|""|""|Malaysia|""|f|2017-09-30
175|611783-K|SUNRISE MEDIA SDN. BHD.|Own|Private Limited|2003-04-10|""|""|""|""|4|""|""|Malaysia|""|f|2017-09-30
177|1081688-H|SW HVAC SDN. BHD.|Own|Private Limited|2014-02-21|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
178|1064152-W|SWEET MATRIX SDN. BHD.|Takeover|Private Limited|2013-09-30|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
179|1123321-D|SWISHHAIR RESOURCES & MANAGEMENT SDN. BHD.|Own|Private Limited|2014-12-17|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
180|1052444-D|TAIHONG MINING SDN. BHD.|Own|Private Limited|2013-07-02|""|""|""|""|4|""|""|Malaysia|""|t|2017-06-30
181|1193446-U|TECHNISIST SDN. BHD|Own|Private Limited|2016-06-30|""|""|""|""|4|""|""|Malaysia|""|t|2017-01-01
182|667155-W|TECHNILON SDN. BHD.|Own|Private Limited|2004-09-24|""|""|""|""|4|""|""|Malaysia|""|t|2007-11-30
184|834924-K|TNCENTURY SDN. BHD.|Own|Private Limited|2008-10-09|""|""|""|""|4|""|""|Malaysia|""|t|2016-12-31
185|680593-P|TECFORTE SDN. BHD.|Own|Private Limited|2005-02-04|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
186|648696-H|TEMASEK MAHIR SDN. BHD.|Own|Private Limited|2004-04-12|""|""|""|""|4|""|""|Malaysia|""|t|2017-04-30
187|611120-X|TELEEYE MALAYSIA SDN. BHD.|Own|Private Limited|2003-04-03|""|""|""|""|4|""|""|Malaysia|""|t|2017-03-31
188|762464-V|TNSECURE SDN. BHD.|Own|Private Limited|2007-02-12|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
189|1075519-T|TNSYS SDN. BHD.|Own|Private Limited|2013-12-27|""|""|""|""|4|""|""|Malaysia|""|t|2017-12-31
190|868345-K|TRISHMAN HOLDINGS SDN. BHD.|Own|Private Limited|2009-08-13|""|""|""|""|4|""|""|Malaysia|""|t|2015-08-31
